compound	disease	target	associated_interactors	interactors	TP	TP + FP	precision	associated_target	upregulated_target	downregulated_target
Sunitinib	pancreatic cancer	SLK		CASP3, CLSTN1, HGS, IKBKE, KEAP1, PDZK1, UBC	0	7	0	0	0	0
Sunitinib	pancreatic cancer	ICK		APP, BAG6, CDK20, HSP90AA1, HSP90AB1, SMAD1, SUMO1, VCP	0	8	0	0	0	0
Sunitinib	pancreatic cancer	PIP4K2B		BTK, HMBOX1, RAC1, RNPS1, SPOP, TNFRSF1A, UBC, UBQLN4	0	8	0	0	0	0
Sunitinib	pancreatic cancer	ABCC2		AZIN1, CANX, MCPH1, NFKB1, PDZD3, PDZK1, RDX, SLC9A3R1, UBC, UBQLN1	0	10	0	0	0	0
Sunitinib	pancreatic cancer	AURKC		CENPA, HSP90AA1, HSP90AB1, INCENP, LNX1, NEDD4, NEDD4L, SRPK1, TACC2, UBC	0	10	0	0	0	0
Sunitinib	pancreatic cancer	GRK1		CALM1, CALM2, CALM3, CAV1, PDE6D, RCVRN, RHO, SNCA, SNCB, SNCG	0	10	0	0	0	0
Sunitinib	pancreatic cancer	GRK4		BDKRB2, CALM1, CALM2, CALM3, FSHR, HSP90AA1, HSP90AB1, IKBKG, NEDD4, UBC	0	10	0	0	0	0
Sunitinib	pancreatic cancer	TLK2		ASF1A, ASF1B, AURKA, FEZ1, FEZ2, IRF4, MBP, TLK1, UBC, YWHAZ	0	10	0	0	0	0
Sunitinib	pancreatic cancer	CLK4		CLASRP, EGR1, HSPB2, KPNA1, KRTAP10-3, KRTAP10-7, KRTAP10-8, KRTAP10-9, RNF181, SRPK1, UBL5	0	11	0	0	0	0
Sunitinib	pancreatic cancer	MERTK		BMPR2, GAS6, GRB2, HSP90AA1, HSP90AB1, IKBKG, LMO4, NEDD4L, TNK2, UBC, VAV1	0	11	0	0	0	0
Sunitinib	pancreatic cancer	NUAK2		ACVR1, APP, CDC37, HSP90AA1, HSP90AB1, LATS1, NUAK1, SMAD2, SMAD4, TGFBR1, UBC	0	11	0	0	0	0
Sunitinib	pancreatic cancer	MYLK2		ESR1, HSP90AA1, HSP90AB1, IKBKAP, MAP3K1, MAP3K3, MEF2C, NDUFAF1, NFKB2, SUMO2, TNFRSF1B, TRAF2	0	12	0	0	0	0
Sunitinib	pancreatic cancer	ABCB1		BCCIP, CAV1, CD4, DHX9, HAX1, LAPTM4B, LNX1, MAPKAP1, PHB2, PIM1, PSMB8, RNF2, UBC	0	13	0	0	0	0
Sunitinib	pancreatic cancer	CSNK1G2		APP, APPBP2, C2orf44, COL4A3BP, DBNDD2, KRTAP10-7, MTA1, NCK1, PER1, PPP1R14A, RAP1GAP, RUNDC3B, SMAD3, UBC	0	14	0	0	0	0
Sunitinib	pancreatic cancer	CDK14		ACVR1, BMPR1B, CCND3, CCNY, CDKN1A, HSP90AA1, HSP90AB1, RB1, SEPT8, SMURF1, TGFBR1, YWHAB, YWHAE, YWHAH, YWHAQ	0	15	0	0	0	0
Sunitinib	pancreatic cancer	FLT4		ATF7IP, FIGF, GRB2, HSP90AA1, HSP90AB1, IKBKG, ITGA5, ITGB1, KDR, NEDD4, PTK2, PTPN11, SHC1, SHC3, VEGFC	0	15	0	0	0	0
Sunitinib	pancreatic cancer	MAP4K2		DEFB1, HNRNPA2B1, HSP90AA1, HSP90AB1, MAP2K4, MAP3K1, MAP3K11, NACAD, PRDX4, RAB8A, SERPINA4, SNRNP35, TRAF2, UBC, XRCC6	0	15	0	0	0	0
Sunitinib	pancreatic cancer	PAK3		APC, ARHGEF6, ARHGEF7, CDC42, GIT1, GIT2, MYO6, NCK1, PLK1, PXN, RAC1, RAF1, SNCA, SYN1, UBC	0	15	0	0	0	0
Sunitinib	pancreatic cancer	OXSR1		APP, BMPR1B, CAB39, ESR1, FTSJ1, PAK1, RELL1, RELL2, SLC12A1, SLC12A2, SLC12A6, SMURF1, TGFBR1, TSC22D4, UBC, WNK1, WNK4	0	17	0	0	0	0
Sunitinib	pancreatic cancer	PLK4		ARR3, C1orf109, CENPJ, CEP152, CHD3, ECT2, FAM46C, FBXW5, HDAC1, MTUS2, SFN, SMAD4, TAX1BP3, TCEB3, TEC, TGFBR1, UBC	0	17	0	0	0	0
Sunitinib	pancreatic cancer	CDK16		APP, APPBP2, ATRIP, BAG6, BRCA1, CDK5, CDK5R1, PRKACA, S100A10, SEC23A, SEC24D, UBC, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ, ZBTB14	0	18	0	0	0	0
Sunitinib	pancreatic cancer	ERN1		BAK1, BAX, COPS5, DERL1, HSP90AA1, HSPA5, MAP3K5, PSEN1, RPS27A, SRPK2, SYVN1, TAOK3, TNFRSF1A, TRAF2, UBA52, UBB, UBC, USP14	0	18	0	0	0	0
Sunitinib	pancreatic cancer	FLT3		CBLB, FIZ1, FLT3LG, GRB2, IKBKB, IKBKG, INPP5D, NCK1, PIK3R1, PTPN12, PTPN6, SH3BP2, SIAH1, SLA, SOCS1, SOCS2, UBC, UBE2L6	0	18	0	0	0	0
Sunitinib	pancreatic cancer	STK39		AATK, CAB39, CD46, CTNNB1, GSN, HSPH1, MAPK14, MBP, OTOF, PRKCQ, RELT, SLC12A1, SLC12A2, SLC12A6, SOS1, UBC, WNK1, WNK4	0	18	0	0	0	0
Sunitinib	pancreatic cancer	MYLK		ACTA1, ACTC1, ALK, CALM1, CALM2, CAMK2G, CTTN, GOPC, GRB2, MAPK3, MLC1, MYL12A, NCK1, PAK1, PAK2, PIK3R1, PRKCA, PRKG2, SRC	0	19	0	0	0	0
Sunitinib	pancreatic cancer	PRPF4B		ARRB1, ARRB2, ESR1, HSPB3, KLF13, MAGOH, MED19, PNN, POLR3F, PRPF4, RBM23, RNPS1, RRP1B, SIRT7, SRSF1, SUMO2, UBC, USP39, YWHAG	0	19	0	0	0	0
Sunitinib	pancreatic cancer	BLK		BCAS2, BCL2, BCL2L1, BCR, CBL, CCDC33, CD79A, CD79B, CTR9, EFS, EGFR, EGR1, ERBB2, FCGR2A, FCGR2B, HSP90AA1, HSP90AB1, PLCG2, STAT3, UBE3A	0	20	0	0	0	0
Sunitinib	pancreatic cancer	CLK1		BCLAF1, DOCK9, GOLM1, KRTAP10-7, LUC7L3, MBP, NCOR1, PDE9A, PIAS4, PPIG, PRPF4, PTPN1, SAFB, SRPK1, SRPK2, SRSF1, SRSF3, SRSF6, UBL5, YWHAG	0	20	0	0	0	0
Sunitinib	pancreatic cancer	RPS6KA2		BAD, BRAF, CREB1, CREBBP, CSNK2B, FDX1L, FLNC, HSP90AB1, ITPR1, L1CAM, MAGI1, MAP2K1, MAPK1, MAPK3, PRKCA, PRKCE, PSD3, RPS6, SHANK1, SYK	0	20	0	0	0	0
Sunitinib	pancreatic cancer	DAPK3		AATF, AK3, ATF4, CDKN1A, CHEK2, DAXX, GRB14, GRB2, HSP90AA1, HSP90AB1, MDM2, MET, NEDD4L, PAWR, PRKCZ, RAD21, RPL34, TCP10L, TP53, UBC, UBE2D3	0	21	0	0	0	0
Sunitinib	pancreatic cancer	DYRK1A		CCNL2, CLASRP, CREB1, DCAF7, DNM1, FOXO1, GLI1, LZTS2, PHYHIP, RB1, RBL1, SF3B1, SFN, SIRT1, SRSF1, SRSF4, SRSF5, TROAP, YWHAB, YWHAE, YWHAG	0	21	0	0	0	0
Sunitinib	pancreatic cancer	EPHB6		BCL6, CBL, CRK, CRKL, EFNB2, EPHB1, EPHB4, GRB2, HDHD2, HSP90AA1, HSP90AB1, INCA1, MLLT4, NIF3L1, NOTCH2NL, REL, SAT1, SKOR1, SMAD2, TCF4, TRIM39	0	21	0	0	0	0
Sunitinib	pancreatic cancer	MAP4K5		ABL1, BCR, COPS5, CREB1, CRK, CRKL, FYN, GRB2, HCK, KDM2A, MIDN, MUC2, MUC5B, NCK1, RPL26, SDF4, TANK, TFE3, TPM2, TRAF2, ZNF440	0	21	0	0	0	0
Sunitinib	pancreatic cancer	AXL		ADAM10, CBL, GAS6, GRB2, HSP90AA1, IL15RA, IL2RG, LCK, NCK2, PIK3R1, PIK3R2, PIK3R3, PLCG1, PTPN11, RANBP9, SHC1, SHC3, SOCS1, SRC, STUB1, TNS2, UBC	0	22	0	0	0	0
Sunitinib	pancreatic cancer	KCNH2		ALG10, ALG10B, BAG2, CALR, CANX, CDC73, CUL1, DNAJA1, FKBP8, HSP90AA1, HSPA4, HSPA8, KCNE1, KCNE2, NDUFS6, PASK, PRKACA, RAB11A, RHOH, UBC, YWHAE, YWHAH	0	22	0	0	0	0
Sunitinib	pancreatic cancer	LATS2		AJUBA, AMOTL2, AR, AURKA, AURKB, CDK2, CHEK1, CHEK2, HIST2H2BE, HSP90AA1, MDM2, MOB1A, MOB1B, MOB3A, MOB3B, MOB3C, MOB4, PPP1R13B, SNAI1, STK3, YAP1, YWHAG	0	22	0	0	0	0
Sunitinib	pancreatic cancer	MAP3K12		CALM2, EGFR, FRA10AC1, FTL, GAS7, GOLGA1, HSP90AA1, HSP90AB1, MAP2K4, MAP2K7, MAP3K11, MAPK6, MAPK8IP1, MAPK8IP2, MBIP, NEFM, RAB11FIP4, RABEP1, RGS1, RPL18A, SH3RF1, TGM2, TSC22D1, UBC	0	24	0	0	0	0
Sunitinib	pancreatic cancer	TYRO3		A2M, APOE, COPS5, FYN, GAS6, HSP90AA1, HSP90AB1, IKBKG, KLK4, KRT40, KRTAP10-3, KRTAP10-7, KRTAP10-8, KRTAP10-9, KRTAP4-2, KRTAP5-9, LNX1, MDFI, PIK3R1, PROS1, SRC, TNIP1, UBC, YES1	0	24	0	0	0	0
Sunitinib	pancreatic cancer	DYRK2		APP, ATM, CARHSP1, DCAF7, DDB1, DYRK4, EGR1, HIST2H2BE, HIST3H3, HSP90AA1, HSP90AB1, IKZF1, KATNA1, KXD1, LZTS2, MDM2, RAD54B, SIAH2, SP100, TERT, TRIM37, UBC, UBR5, WDR62, ZBTB9	0	25	0	0	0	0
Sunitinib	pancreatic cancer	STK38		AGO3, ARRB1, ARRB2, CALM1, CALM2, CALM3, CTDP1, EIF4A3, GRK5, GTF2F2, HERC5, HSP90AA1, HSP90AB1, MAGOH, MAP3K1, MAP3K2, MOB1A, MOB1B, S100B, SMURF1, TFCP2, TRIM25, UBC, YWHAB, YWHAZ	0	25	0	0	0	0
Sunitinib	pancreatic cancer	CSF1R		CBL, CEBPB, CEBPD, CSF1, FYN, GRAP2, GRB2, HSP90AA1, HSP90AB1, IL34, INPP5D, INPPL1, LYN, PIK3R1, PIK3R2, RASA1, RUNX1, SHC1, SOCS1, SOCS3, SOS1, SRC, STAP2, THOC5, UBC, YES1	0	26	0	0	0	0
Sunitinib	pancreatic cancer	IRAK4		ARNT, EIF4EBP1, HIST1H1A, HIST1H1B, HIST1H1C, HIST1H1D, HIST1H1E, HIST1H1T, IL1R1, IL1RL1, IRAK1, IRAK2, MBP, MYD88, NCF1, PELI1, PELI2, PELI3, TBPL1, TICAM2, TIRAP, TLR4, TLR5, TNFRSF13B, TRAF6, UBC	0	26	0	0	0	0
Sunitinib	pancreatic cancer	FGFR2		ANOS1, CACNA1D, EPHA4, FGF1, FGF10, FGF17, FGF18, FGF2, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, GRB2, ITGA5, MMP14, PAK4, PGR, PIK3R1, PLCG1, PPM1A, PTK2B, STAT3, STAT5A, STAT5B	0	28	0	0	0	0
Sunitinib	pancreatic cancer	FLT1		ATR, CBL, CRK, CRKL, CTNNB1, FYN, GRB2, KDR, LDLR, NCK1, NEDD4, NRP1, NRP2, PGF, PIK3R1, PLCG1, PLCG2, PTK2, PTK2B, PTPN11, PTPRB, SHC1, SHC2, SRPK1, STAT1, STAT3, UBC, VEGFA, VEGFB, YES1	0	30	0	0	0	0
Sunitinib	pancreatic cancer	MAP2K5		ASRGL1, BAD, CCDC40, CDC42BPB, EGR1, ENO1, ESRRA, GOLGB1, GRB2, GSK3B, HSP90AA1, HSP90AB1, KIDINS220, LNX2, MAP3K2, MAP3K3, MAPK7, MICAL3, NFKB1, PARD6A, PRKAR1A, PRKCI, PRKCZ, RPL28, SIRT3, SPTB, SQSTM1, STAMBP, TNNT2, TRIM37, XRCC6, YWHAZ	0	32	0	0	0	0
Sunitinib	pancreatic cancer	MAP4K1		ABL1, BLNK, CARD11, CASP3, COPS5, CRK, CRKL, DAPP1, DBNL, EGFR, FYN, GRAP2, GRB2, HCLS1, HSP90AA1, HSP90AB1, LAT, LCP2, LYN, MAP3K1, MAP3K11, MAP3K7, NCK1, PIK3R1, PLCG1, PPP4C, SHC1, SPRY1, SRC, SYK, TMEM101, UBC	0	32	0	0	0	0
Sunitinib	pancreatic cancer	PDGFRA		CAV1, CAV3, CBL, CCDC155, CREB3, CRK, CRKL, GRB14, GRB2, ITGAV, ITGB3, JAK1, PDGFA, PDGFB, PDGFC, PDGFRB, PIK3R1, PLCG1, PTPN11, SHB, SHF, SLC9A3R1, SNX2, SNX4, SNX6, SRPK1, STAT1, STAT3, STAT5A, STAT5B, TGFBR2, UBC, ULBP2	0	33	0	0	0	0
Sunitinib	pancreatic cancer	CLK2		AKT1, ATR, CLK3, CPSF7, ECE1, FANCM, GMCL1, HSP90AA1, KLHL2, LNX1, LUZP4, MRPL4, PRPF38A, PTPN1, RBM39, RNPS1, RSRP1, SDCBP, SNIP1, SNRNP70, SRPK2, SRRM1, TOPBP1, TRIM27, U2AF1, UBE2I, UBL5, YTHDC1, YWHAG, ZNF263, ZNF394, ZNF398, ZNF473, ZRSR2	0	34	0	0	0	0
Sunitinib	pancreatic cancer	DAPK1		BECN1, CALM1, CALM2, CALM3, CUL3, EGR1, FADD, IKBKG, KLHL20, KRIT1, LNX1, LRRK1, MAPK1, MAPK3, MDM2, MIB1, MYL12B, PDCD6, PKM, PPP2R2A, PPP2R2D, RIPK3, ST13, STX1A, TNFRSF1A, TP53, TRADD, TSC2, UBC, UNC5A, UNC5B, UNC5C, YWHAB, YWHAQ	0	34	0	0	0	0
Sunitinib	pancreatic cancer	HIPK3		AR, ARRB2, C1QA, CREB1, DAXX, FADD, FAS, FLNC, GLUL, GORASP1, GRB2, HEYL, JUN, LIMD1, LIMK2, LIMS2, MAP3K10, MAP4K3, MBD1, MTMR4, NR2F2, RGS3, SIAH1, SIAH2, SKIL, SNIP1, SUMO1, TGFB1I1, TOX4, TP53, TP73, UBC, UBE2I, ZNF107, ZYX	0	35	0	0	0	0
Sunitinib	pancreatic cancer	NUAK1		APP, BRSK1, BRSK2, CASP6, CDC37, HSP90AA1, HSPA1A, HSPA5, KRT77, LATS1, MARK1, MARK2, MARK3, MARK4, NUAK2, PPP1CC, PPP2CA, PPP2R1B, PPP2R2A, PRKAA1, PRKAB1, PRKAB2, PRKAG1, PRKAR1A, PRPSAP1, S100A8, S100A9, SLC25A5, SNRK, TP53, UBC, USP9X, VCP, YWHAE, YWHAZ	0	35	0	0	0	0
Sunitinib	pancreatic cancer	ROCK1		ADD1, ARHGAP24, ARRB1, C6orf165, CASP3, CDC25A, CDC34, CFL1, CRMP1, DES, DPYSL2, EZR, FAM124A, GAB1, GFAP, IRS1, LIMK1, LIMK2, LMO2, MAGEB4, MSN, PFN2, POLR3C, PPP1R12A, PTEN, PTK2, RDX, RHOA, RHOC, RND3, SMAD2, SMURF1, TSG101, UBC, VIM	0	35	0	0	0	0
Sunitinib	pancreatic cancer	MAP2K2		ARAF, BRAF, CASP9, CCNDBP1, CNKSR1, COPS5, DLG1, DUSP12, DUSP3, EGR1, FAM65B, FAM98B, GAPDH, GRIN1, GRIN2D, KSR1, LAMTOR3, LIG4, MAPK1, MAPK3, MAPK8, MCC, MEPCE, MTERF3, NAA10, ND6, RAF1, RASSF8, RGS12, SLC9A1, UBC, WDR83, YTHDC1, ZDHHC3, ZNF207, ZNF385D	0	36	0	0	0	0
Sunitinib	pancreatic cancer	CAMK2G		ACTN2, ACTN4, ADCY3, ATF1, CABP2, CALM1, CALM2, CALM3, CHAT, CREM, CUL3, EGFR, FLNA, GRIA1, GRIA4, GRIN1, GRIN2B, HSP90AA1, HSP90AB1, LRRC7, MYLK, PEA15, PLCB3, PPM1F, RCHY1, RRAD, RYR1, SMAD2, SMAD3, SMAD4, SPR, STAT1, SYN1, TH, TIAM1, UBC, USP19	0	37	0	0	0	0
Sunitinib	pancreatic cancer	MAP3K2		ANKHD1-EIF4EBP3, DLD, EPS8, FAM32A, FUS, GTF2IRD1, HNRNPA2B1, HSP90AA1, HSP90AB1, IKBKG, MAP2K3, MAP2K4, MAP2K5, MAP2K7, MAP3K3, MAP3K5, MAPK8, NEDD4, NEDD4L, NFKBIA, PAF1, PIBF1, PKN2, SFN, SH2D2A, SMURF1, STK38, STUB1, UBC, WNK1, XIAP, YWHAB, YWHAE, YWHAG, YWHAH, YWHAZ, ZNF277	0	37	0	0	0	0
Sunitinib	pancreatic cancer	STK4		AKT1, CASP3, CNKSR1, CSN1S1, CUL5, FOXO1, FOXO3, GABARAP, GABARAPL1, GABARAPL2, H2AFX, HIST2H2BE, IL2RG, LATS1, MAP1B, MAP1LC3A, MAP1LC3B, MAP1LC3C, MBP, MOB1B, NEDD4, PRKRIR, RASSF1, RASSF2, RASSF3, RASSF4, RASSF5, RASSF6, SAV1, SGMS1, SIRT1, SLX4IP, STK3, TAOK1, TP53, UBC, YWHAG	0	37	0	0	0	0
Sunitinib	pancreatic cancer	ITK		ABI1, ALK, BLNK, BMX, BTK, CBL, CD2, CD28, DOK1, EP300, ERBB2, ERBB3, FASLG, FGFR1, FYN, G3BP1, GRB2, HNRNPK, HSP90AA1, HSP90AB1, IBTK, IKBKG, KHDRBS1, KPNA2, LAT, LCK, LCP2, PLCG1, PLCG2, PPIA, SH2D2A, SMAD4, SOCS1, SPRR2A, SRC, TGFBR1, UBC, WAS	0	38	0	0	0	0
Sunitinib	pancreatic cancer	MAST1		A2M, AP1M2, APOE, APP, BLMH, CDK5, CYP2C8, CYP2C9, DNAJB1, ECSIT, EGFR, ELAVL3, EXOC6, EXOSC1, FBXL12, FBXW4, GCDH, IFIT3, IFIT5, LONP1, LOXL4, MGEA5, NOS3, PAXIP1, PRAM1, PRDX2, PSEN2, PTEN, RAB3A, RAB3D, RAD23A, RNF32, RNLS, RPP30, SNTA1, SNTB2, STAMBPL1, UBC	0	38	0	0	0	0
Sunitinib	pancreatic cancer	LRRK2		ACTB, AKT1, ARFGAP1, BAG5, CDC42, DVL1, DVL2, DVL3, EEF1A1, EIF4EBP1, HSP90AA1, HSPD1, L3MBTL3, LRP6, MAP1B, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAPT, MBP, PRKCZ, PTPN23, RAB5B, RAC1, RALYL, RIPK2, SH3GL1, SH3GL2, SH3GL3, SNCA, STK24, STK25, STK3, STRBP, STUB1, TAOK3, TRAF2, TUBA1A, TUBB, UBA52, UBC	0	42	0	0	0	0
Sunitinib	pancreatic cancer	RET		AKAP5, CASP3, CBL, CBLB, CBLC, CRK, DOK1, DOK2, DOK3, DOK4, DOK5, DOK6, FAU, FRS2, GAB1, GDNF, GFRA1, GFRA4, GRB10, GRB2, GRB7, HSP90AA1, IKBKG, MAPK1, MAPK14, MAPK3, MAPK8, NOTCH2NL, NRTN, PDLIM7, PIK3R1, PLCG1, PRKAR2A, PSPN, PTK2, PTPN11, PTPRF, SHC1, SHC3, SRC, STAT3, UBC	0	42	0	0	0	0
Sunitinib	pancreatic cancer	PRPF4		APP, ARRB1, ARRB2, ATP5J2, CAND1, CLK1, CUL3, DDX23, GPHN, GPKOW, KDM5B, LSM2, LSM4, LSM6, LSM7, LSM8, MEPCE, N4BP2L2, NHP2L1, PFDN1, PFDN4, PFDN5, PFDN6, PPIH, PRPF3, PRPF31, PRPF4B, PRPF6, PRPF8, RBM42, RNPS1, SART1, SART3, SNRNP27, SNRNP40, SRSF1, TGFBR1, TXNL4A, UBC, USP15, USP39, USP4, VBP1, WBP4	0	44	0	0	0	0
Sunitinib	pancreatic cancer	RPS6KA3		AIM1, ATP5J, BAD, BARX1, CREB1, CREBBP, CSNK2B, EIF3C, ESR1, FAM21A, FAM65B, FGF2, GRIN1, GRIN2D, GSTK1, H2AFX, HIST3H3, HMGN1, HMGN2, HSP90AA1, HSP90AB1, HTR2A, KRT18, MAGI1, MAPK1, MAPK14, MAPK3, MAPT, MASP1, MCC, NEDD4, NFKBIA, NR4A1, PDPK1, PEA15, PLD1, SHANK1, SMS, STK11, TRAF2, UBC, YBX1, ZMYM2, ZMYM5	0	44	0	0	0	0
Sunitinib	pancreatic cancer	TYK2		CBL, CRKL, DNM2, EIF2AK2, ELP2, FHL3, FYN, GHR, GNB2L1, HNRNPK, HSP90AA1, HSP90AB1, IFNAR1, IFNAR2, IL13RA1, IL6ST, IRS1, IRS2, JAK1, JAK2, JAK3, JAKMIP1, KHDRBS2, KLF10, KRT40, LYN, PDGFRB, PIK3R1, PLAUR, PRKCA, PRMT5, PTAFR, PTPN1, PTPN6, PTPRC, STAM2, STAT1, STAT2, TK1, TRAF4, UBC, UBE2F, VAV1, XRCC5	0	44	0	0	0	0
Sunitinib	pancreatic cancer	HIPK2		BTRC, CHMP4B, CREB1, CREBBP, CUL1, DAXX, DCAF7, DDX39A, DDX39B, EP300, FBXW7, FHL2, HMGA1, KAT2B, MAP3K7, MDM2, MECP2, MKNK1, MYB, NKX2-1, NKX2-5, NKX3-1, NLK, PAX6, PTCH1, RANBP9, RUNX1, SIAH1, SKI, SMAD1, SMAD2, SMAD3, SP100, SREBF2, SUMO1, TLE1, TP53, TP53INP1, TP63, TP73, TRADD, UBE2I, WNK1, WSB1, ZBTB4	0	45	0	0	0	0
Sunitinib	pancreatic cancer	STK11		AP2M1, APP, ATM, CAB39, CAB39L, CDC37, EIF2B1, FKBP5, GSK3B, HSP90AA1, HSP90AB1, HSPA1A, HSPA1B, KIF23, LIMS1, MARK1, MARK2, MARK3, MARK4, MOB4, PARD3, PRKAA1, PRKAA2, PRKACA, PTEN, RPAP3, RPS6KA3, RPS6KA5, RPS6KB1, SIK1, SMARCA4, SMARCC1, SNRK, STK11IP, STRADA, STRADB, TBC1D23, TNIP2, TP53, UBE2D2, USP11, WDR48, WDR6, YWHAE, YWHAZ	0	45	0	1	0	0
Sunitinib	pancreatic cancer	PKN1		ACTN1, ACTN2, AKAP9, ARHGAP10, ARHGAP26, CASP3, CCDC85B, CCNT2, CD44, CDC25C, CDR2, CEP57L1, CEP70, GOLGA2, HDAC5, HOMER3, HSP90AB1, KDM1A, KRT15, KRT31, MAP2K3, MAP2K6, MAPK12, MAPK14, MAPT, MARCKS, MID1, NEFH, NEFL, NEUROD2, PDK1, PDPK1, PLD1, PLEKHA5, PRKCB, RHOA, SPRR2D, SSX2IP, TRAF2, TRIM23, TRIM27, VIM, WBSCR22, ZAK, ZFAND6, ZNF282	0	46	0	0	0	0
Sunitinib	pancreatic cancer	CSNK1A1		ACTA1, ACTB, ADAP1, AP3B1, AP3B2, APC, AXIN1, BID, CHRM3, CREM, CTNNB1, EIF2B5, ERF, ETF1, FADD, GNB2, HMGB1, HMGB2, HNRNPC, HSP90AB1, KPNA1, KPNA2, KPNB1, LGALS3, MDM2, MDM4, NFATC3, NFATC4, OCLN, PHLPP1, PPP1R14A, PPP2CA, PPP2R5A, PRKD2, PSEN2, RCC1, RIPK1, SLC18A2, SYT11, SYT9, TGFBR1, TNFRSF1A, TNFRSF1B, TP53, YWHAH, YWHAQ, YWHAZ	0	47	0	0	0	0
Sunitinib	pancreatic cancer	CSNK1E		AKAP9, ANKRD6, APC, APP, ARHGEF1, ARNTL, AXIN1, AXIN2, BBS10, BID, C2orf44, CADM4, CCNA1, CRY1, DBNDD2, DVL1, DVL2, DVL3, FAM110A, FAM110C, FAM83D, FBP1, GTF3C1, HES1, HSP90AB1, KAT7, MCC, MDM2, NCOA3, OCLN, PER1, PER2, PER3, PNO1, PPP1CA, PPP1R14A, PRKD2, RAD54B, RBX1, SDCCAG3, SOCS3, TAOK1, TNS2, UBC, UBD, YWHAH, ZMYND8, ZNF227	0	48	0	0	0	0
Sunitinib	pancreatic cancer	MARK2		AKT1, ARHGEF2, C11orf58, CEP85L, CLASP2, COL4A3BP, DTNA, DVL3, ESR1, FUCA1, GAB1, GAB2, GPRASP1, GSK3B, KIF13B, KIF5B, MAP3K3, MARK1, MARK3, MARK4, MTCL1, NEDD4, NEDD4L, NUAK1, PARD6A, PARD6G, PHLPP1, PINK1, PMPCA, PRKCE, PRKCI, PRKD1, RAB11FIP2, SFN, SNTB2, STK11, TAOK1, UBC, USP21, UTP18, UTRN, VCP, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ	0	48	0	0	0	0
Sunitinib	pancreatic cancer	STK24		APOD, CASP3, CASP7, CASP8, CCT2, CCT3, CCT4, CCT5, CCT6A, CCT7, CCT8, CTTNBP2, CTTNBP2NL, DDX5, DSP, FABP5, FGFR1OP2, G3BP2, HNRNPA3, HNRNPH3, JPH3, LRRK2, MCC, MOB4, NEDD4, PDCD10, PDCD6IP, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, SIKE1, SLMAP, STK25, STK38L, STRIP1, STRIP2, STRN, STRN3, STRN4, SUMO1, SUMO2, SUMO3, SYNCRIP, TCP1, TRAF3IP3, UBC, VAV2, ZBTB24	0	49	0	0	0	0
Sunitinib	pancreatic cancer	STK3		AKT1, ATG4B, CACYBP, CASP3, CNKSR1, CPNE1, DDAH2, EIF4EBP1, FAM9B, FREM1, GABARAP, GABARAPL1, GABARAPL2, GAD1, GBP2, GMCL1, HSPE1, KHSRP, LATS1, LATS2, LRRK2, MAP1LC3A, MAP1LC3B, MAP1LC3C, MBP, MOB1A, MOB1B, MOB4, MPP1, ORM2, PEX19, PHAX, PLK1, QARS, RAF1, RASSF1, RASSF2, RASSF3, RASSF4, RASSF5, RASSF6, SAV1, SLMAP, STK4, SULT2A1, TFPT, TRAF1, UBC, ZC3H7A	0	49	0	0	0	0
Sunitinib	pancreatic cancer	MAP4K4		ANKRD26, ATL1, BIRC2, BRCA1, CASP8, CCDC88A, DCTN1, DOK1, GATAD2B, GBP3, GOLGA6L9, GRIP2, GRK5, HIST2H2BE, HSP90AA1, HSP90AB1, ITGB1, KIF26B, KIF5A, KRT18, KRT19, KRT20, KRT8, MAP3K1, MAP3K7, MDM2, NCK1, NME7, PACSIN2, PAXIP1, PDE1A, PIN1, PPARG, PPP1CA, PPP1CC, PRKCE, RAP2A, RASA1, RPL19, RPLP2, RPRD2, RTN3, RTN4, SCAF1, SLC9A1, SSRP1, TOM1L1, TRIP11, UBC, UQCRB, ZRANB1	0	51	0	0	0	0
Sunitinib	pancreatic cancer	KDR		ACP1, AIMP2, ANXA5, ATR, BMX, CAV1, CBL, CDH5, COL18A1, CRK, CSF2RB, CSNK1D, CTNNB1, CUL1, DNM2, EPN1, FBXW11, FIGF, FLT1, FLT4, FRS2, FYN, GNA11, GNAQ, GRB10, GRB2, HSP90AA1, IQGAP1, ITGB3, MET, NCK1, NRP1, P2RY2, PDCD6, PLCG1, PLCG2, PLXNA1, PTPN11, PTPN6, PTPRJ, RASA1, SH2D2A, SHB, SHC1, SHC2, SRC, STAT1, SYNGAP1, TIMP3, UBC, VEGFA, VEGFC, YES1	0	53	0	1	0	0
