metapath	length	n_pairs	pc_density	pc_mean	pc_max	dwpc-0.5_raw_mean
CbG<rGpPW	3	2827744	0.178765	0.783655	575	2.39203e-05
CbGr>GdC	3	2408704	0.217701	1.91969	1377	4.10012e-05
CbGr>GuC	3	2408704	0.171578	1.09152	903	3.43457e-05
CbGr>GaD	3	212624	0.324568	1.84919	755	7.56952e-05
CbGr>GdD	3	212624	0.138244	0.758997	256	5.02378e-05
CbGr>GuD	3	212624	0.146992	1.00961	526	5.89699e-05
CbGr>GcG	3	32506640	0.0276312	0.0489856	256	4.51051e-06
CbGr>GiG	3	32506640	0.086964	0.254363	5755	6.48304e-06
CbGr>G<rG	3	32506640	0.141363	2.35146	2049	1.13425e-05
CbGr>Gr>G	3	32506640	0.0972165	0.485122	2968	6.0913e-06
CbGr>GpMF	3	4475968	0.122605	0.426687	732	1.96338e-05
CbGr>GpPW	3	2827744	0.246797	0.872464	1209	2.81818e-05
CbGpMFpG	3	32506640	0.157227	1.25942	864	3.03658e-05
CbGpPWpG	3	32506640	0.136395	1.02595	1191	2.72012e-05
CdGdAlD	3	212624	0.319762	7.40641	945	9.0267e-05
CdGdAdG	3	32506640	0.305268	13.5845	1576	1.77146e-05
CdGdAeG	3	32506640	0.375019	35.837	1791	1.4065e-05
CdGdAuG	3	32506640	0.321561	11.6508	1041	1.80365e-05
CdGeAlD	3	212624	0.445806	51.614	4247	0.000181137
CdGeAdG	3	32506640	0.338472	47.6728	6216	1.59676e-05
CdGeAeG	3	32506640	0.407763	229.726	11995	2.37148e-05
CdGeAuG	3	32506640	0.357483	46.5212	4775	1.70848e-05
CdGuAlD	3	212624	0.317575	7.33656	690	0.000102226
CdGuAdG	3	32506640	0.301832	12.554	1591	1.83318e-05
CdGuAeG	3	32506640	0.37206	37.9129	1823	1.54582e-05
CdGuAuG	3	32506640	0.318444	12.1958	1280	1.95731e-05
CdGpBPpG	3	32506640	0.213727	9.86778	4882	1.7912e-05
CdGpCCpG	3	32506640	0.107401	1.32837	670	1.51314e-05
CdGbCpD	3	212624	0.00364493	0.006147	18	5.7152e-06
CdGbCtD	3	212624	0.0254346	0.0807623	42	3.85005e-05
CdGbCbG	3	32506640	0.00199335	0.00461884	76	1.79542e-06
CdGbCdG	3	32506640	0.00513277	0.0146078	47	1.32307e-06
CdGbCuG	3	32506640	0.00543415	0.0135368	43	1.44814e-06
CdGbCiPC	3	535440	0.00620238	0.0133031	22	2.36475e-05
CdGbCcSE	3	8899168	0.0314714	0.135023	137	5.05587e-06
CdGdCpD	3	212624	0.0834948	0.740998	274	0.000159982
CdGdCtD	3	212624	0.176909	4.51441	1651	0.000341563
CdGdCbG	3	32506640	0.0141288	0.234486	3788	9.95136e-06
CdGdCdG	3	32506640	0.0506213	2.3053	4696	2.06267e-05
CdGdCuG	3	32506640	0.0564726	2.10009	3627	2.22888e-05
CdGdCiPC	3	535440	0.130487	1.03781	1110	0.000246539
CdGdCcSE	3	8899168	0.251538	9.8779	5235	6.20487e-05
CdGuCpD	3	212624	0.029832	0.163171	100	4.82592e-05
CdGuCtD	3	212624	0.0889599	0.837563	321	0.000136586
CdGuCbG	3	32506640	0.00598924	0.0415324	897	3.77961e-06
CdGuCdG	3	32506640	0.0322079	0.430641	981	1.04993e-05
CdGuCuG	3	32506640	0.0353024	0.412439	934	1.14559e-05
CdGuCiPC	3	535440	0.0440105	0.181165	156	8.76687e-05
CdGuCcSE	3	8899168	0.120074	1.65951	1256	2.17977e-05
CdGaDrD	3	212624	0.159836	1.05379	100	0.00015224
CdGaDaG	3	32506640	0.0420474	0.229557	257	8.40963e-06
CdGaDdG	3	32506640	0.0271209	0.0934444	98	5.71969e-06
CdGaDuG	3	32506640	0.0270294	0.0951138	106	5.63767e-06
CdGaDpS	3	679776	0.17193	1.16332	191	8.41593e-05
CdGdDrD	3	212624	0.0958358	0.33849	63	9.38382e-05
CdGdDaG	3	32506640	0.0181175	0.0531311	114	4.48969e-06
CdGdDdG	3	32506640	0.0317597	0.0864063	51	8.74354e-06
CdGdDuG	3	32506640	0.0313069	0.0869961	61	8.65046e-06
CdGdDpS	3	679776	0.113543	0.474169	102	5.26056e-05
CdGuDrD	3	212624	0.125959	0.625508	79	0.000116155
CdGuDaG	3	32506640	0.0246009	0.104838	179	6.28601e-06
CdGuDdG	3	32506640	0.0358578	0.130494	160	1.05755e-05
CdGuDuG	3	32506640	0.0352648	0.131367	156	1.03548e-05
CdGuDpS	3	679776	0.121946	0.670309	204	6.30059e-05
CdGcGdC	3	2408704	0.0176717	0.052023	39	5.25346e-06
CdGcGuC	3	2408704	0.0162619	0.0506812	49	5.48466e-06
CdGcGaD	3	212624	0.0824883	0.291049	68	4.7755e-05
CdGcGdD	3	212624	0.0455922	0.220784	50	3.52765e-05
CdGcGuD	3	212624	0.0453335	0.207996	42	3.5583e-05
CdGcGcG	3	32506640	0.0348078	0.218505	407	9.59435e-06
CdGcGiG	3	32506640	0.0266438	0.0664376	1066	4.56218e-06
CdGcG<rG	3	32506640	0.0186744	0.0526575	58	1.76688e-06
CdGcGr>G	3	32506640	0.0155933	0.0542826	190	1.71451e-06
CdGcGpMF	3	4475968	0.0376129	0.138348	147	1.4284e-05
CdGcGpPW	3	2827744	0.0622991	0.196213	263	1.70006e-05
CdGiGdC	3	2408704	0.0675027	1.15898	718	1.52224e-05
CdGiGuC	3	2408704	0.0576596	0.667957	580	1.3535e-05
CdGiGaD	3	212624	0.253739	6.4632	1289	0.00012271
CdGiGdD	3	212624	0.0915325	1.99215	504	6.66671e-05
CdGiGuD	3	212624	0.0933385	2.29914	664	6.89717e-05
CdGiGcG	3	32506640	0.0350114	0.15336	691	7.01917e-06
CdGiGiG	3	32506640	0.24688	7.99091	8671	1.77729e-05
CdGiG<rG	3	32506640	0.0526516	0.833473	848	4.55016e-06
CdGiGr>G	3	32506640	0.0613813	1.03193	3472	5.1979e-06
CdGiGpMF	3	4475968	0.103921	1.59366	1966	2.89028e-05
CdGiGpPW	3	2827744	0.217549	6.10997	3369	5.12436e-05
CdG<rGdC	3	2408704	0.170808	8.74091	2760	5.23301e-05
CdG<rGuC	3	2408704	0.15973	7.87437	2851	5.32234e-05
CdG<rGaD	3	212624	0.395604	37.7055	4309	0.00028245
CdG<rGdD	3	212624	0.134604	12.6584	1435	0.000148807
CdG<rGuD	3	212624	0.134298	14.4964	1760	0.000153407
CdG<rGcG	3	32506640	0.096314	0.935436	1328	1.41522e-05
CdG<rGiG	3	32506640	0.2406	6.39563	34556	2.28987e-05
CdG<rG<rG	3	32506640	0.0975417	8.18888	3445	1.52301e-05
CdG<rGr>G	3	32506640	0.140489	14.8586	29807	2.67287e-05
CdG<rGpMF	3	4475968	0.273327	9.3585	6759	6.74168e-05
CdG<rGpPW	3	2827744	0.389463	20.8212	8990	0.000105851
CdGr>GuC	3	2408704	0.1492	5.17885	1717	4.55288e-05
CdGr>GaD	3	212624	0.292328	9.07357	1393	0.000117747
CdGr>GdD	3	212624	0.11066	3.81032	532	8.18238e-05
CdGr>GuD	3	212624	0.115462	5.24488	1107	9.53313e-05
CdGr>GcG	3	32506640	0.0484827	0.252987	576	7.50122e-06
CdGr>GiG	3	32506640	0.117364	1.2578	11530	1.06062e-05
CdGr>G<rG	3	32506640	0.0957536	9.89951	3697	1.46733e-05
CdGr>Gr>G	3	32506640	0.0965892	2.34086	5660	8.60966e-06
CdGr>GpMF	3	4475968	0.15691	2.17389	1433	3.18985e-05
CdGr>GpPW	3	2827744	0.260207	4.46019	2424	4.50303e-05
CdGpMFpG	3	32506640	0.112305	1.43295	601	1.60773e-05
CdGpPWpG	3	32506640	0.0947872	1.29277	1218	1.26899e-05
CuGdAlD	3	212624	0.307628	7.84891	1010	0.000102115
CuGdAdG	3	32506640	0.291338	13.9658	1709	1.95007e-05
CuGdAeG	3	32506640	0.359009	37.9724	2038	1.56991e-05
CuGdAuG	3	32506640	0.30668	12.3334	1235	2.009e-05
CuGeAlD	3	212624	0.420719	46.7934	4139	0.000187564
CuGeAdG	3	32506640	0.321491	43.3972	6068	1.63435e-05
CuGeAeG	3	32506640	0.389313	207.183	11611	2.40285e-05
CuGeAuG	3	32506640	0.33971	42.3612	4642	1.74811e-05
CuGuAlD	3	212624	0.30537	7.79388	777	0.00011132
CuGuAdG	3	32506640	0.290655	12.9709	1807	1.99734e-05
CuGuAeG	3	32506640	0.357031	39.6296	2097	1.69545e-05
CuGuAuG	3	32506640	0.304312	12.4601	1610	2.12135e-05
CuGpBPpG	3	32506640	0.200907	10.4678	7373	1.87104e-05
CuGpCCpG	3	32506640	0.09394	1.0869	577	1.41031e-05
CuGbCpD	3	212624	0.0109395	0.0299872	25	1.59928e-05
CuGbCtD	3	212624	0.0280401	0.0770374	29	4.16929e-05
CuGbCbG	3	32506640	0.00270772	0.00776771	122	2.26949e-06
CuGbCdG	3	32506640	0.00574095	0.0141745	61	1.50712e-06
CuGbCuG	3	32506640	0.00587123	0.0128682	59	1.61827e-06
CuGbCiPC	3	535440	0.0106305	0.0210612	29	3.39148e-05
CuGbCcSE	3	8899168	0.03845	0.184896	214	6.51154e-06
CuGdCpD	3	212624	0.0273252	0.145247	109	4.91135e-05
CuGdCtD	3	212624	0.0854936	1.00547	387	0.000139589
CuGdCbG	3	32506640	0.00517245	0.0378212	981	3.56156e-06
CuGdCdG	3	32506640	0.0288422	0.425417	1104	9.98172e-06
CuGdCuG	3	32506640	0.0317075	0.398265	863	1.08234e-05
CuGdCiPC	3	535440	0.0425967	0.183005	249	8.61393e-05
CuGdCcSE	3	8899168	0.109229	1.74442	1386	2.18784e-05
CuGuCpD	3	212624	0.0656135	0.520214	303	0.000135634
CuGuCtD	3	212624	0.148356	2.92613	1209	0.000310118
CuGuCbG	3	32506640	0.0112716	0.150298	2753	9.17623e-06
CuGuCdG	3	32506640	0.0461472	1.46819	3375	1.97025e-05
CuGuCuG	3	32506640	0.0511801	1.38828	2795	2.06367e-05
CuGuCiPC	3	535440	0.09684	0.664489	959	0.000223301
CuGuCcSE	3	8899168	0.208202	6.03735	3570	5.65018e-05
CuGaDrD	3	212624	0.178484	1.17964	112	0.000186008
CuGaDaG	3	32506640	0.0467002	0.26525	420	1.00643e-05
CuGaDdG	3	32506640	0.0308798	0.0998873	91	6.77003e-06
CuGaDuG	3	32506640	0.0306881	0.102693	115	6.71381e-06
CuGaDpS	3	679776	0.195097	1.45224	279	0.000106642
CuGdDrD	3	212624	0.104146	0.431654	82	0.000103826
CuGdDaG	3	32506640	0.0193093	0.0684161	114	5.30905e-06
CuGdDdG	3	32506640	0.0300391	0.0892811	66	9.56333e-06
CuGdDuG	3	32506640	0.0298918	0.0904408	78	9.49838e-06
CuGdDpS	3	679776	0.0979175	0.416796	115	5.25246e-05
CuGuDrD	3	212624	0.107848	0.432058	68	0.00011435
CuGuDaG	3	32506640	0.0197713	0.0708627	156	5.98827e-06
CuGuDdG	3	32506640	0.0325118	0.1024	68	1.08125e-05
CuGuDuG	3	32506640	0.0319526	0.103095	90	1.05355e-05
CuGuDpS	3	679776	0.110925	0.538894	137	6.46365e-05
CuGcGuC	3	2408704	0.0147067	0.0499389	51	5.51882e-06
CuGcGaD	3	212624	0.0827564	0.316413	66	4.96021e-05
CuGcGdD	3	212624	0.0402353	0.213955	43	3.44643e-05
CuGcGuD	3	212624	0.0385563	0.18789	39	3.2347e-05
CuGcGcG	3	32506640	0.0326555	0.234234	581	9.83939e-06
CuGcGiG	3	32506640	0.0226224	0.0614786	1045	4.45762e-06
CuGcG<rG	3	32506640	0.0159397	0.0508282	55	1.72717e-06
CuGcGr>G	3	32506640	0.0139617	0.0521405	188	1.71382e-06
CuGcGpMF	3	4475968	0.0349909	0.13842	145	1.46768e-05
CuGcGpPW	3	2827744	0.056881	0.189399	256	1.78423e-05
CuGiGuC	3	2408704	0.0537625	0.57898	469	1.47706e-05
CuGiGaD	3	212624	0.234249	5.42903	1114	0.000138883
CuGiGdD	3	212624	0.0794924	1.44274	315	6.63879e-05
CuGiGuD	3	212624	0.0832832	1.66419	362	7.02848e-05
CuGiGcG	3	32506640	0.0305565	0.113232	381	6.9938e-06
CuGiGiG	3	32506640	0.21771	5.56253	7583	1.7116e-05
CuGiG<rG	3	32506640	0.0471125	0.575965	526	4.40944e-06
CuGiGr>G	3	32506640	0.0548531	0.80624	2453	5.33972e-06
CuGiGpMF	3	4475968	0.0926743	1.27899	1504	3.00447e-05
CuGiGpPW	3	2827744	0.198454	4.83682	2595	5.23759e-05
CuG<rGuC	3	2408704	0.136451	4.69976	1957	4.56386e-05
CuG<rGaD	3	212624	0.362697	22.6443	2888	0.000240837
CuG<rGdD	3	212624	0.125861	7.31384	869	0.000126069
CuG<rGuD	3	212624	0.125174	8.39182	1157	0.000129796
CuG<rGcG	3	32506640	0.0774645	0.556244	905	1.21509e-05
CuG<rGiG	3	32506640	0.208669	3.71021	21572	1.97582e-05
CuG<rG<rG	3	32506640	0.0907833	4.91371	2238	1.31595e-05
CuG<rGr>G	3	32506640	0.129895	8.98398	18846	2.41465e-05
CuG<rGpMF	3	4475968	0.230278	5.51251	4385	5.7557e-05
CuG<rGpPW	3	2827744	0.351628	12.2676	5765	9.0782e-05
CuGr>GaD	3	212624	0.261612	8.08893	1529	0.000111195
CuGr>GdD	3	212624	0.100356	3.35942	516	7.62999e-05
CuGr>GuD	3	212624	0.105289	4.58855	1129	8.77319e-05
CuGr>GcG	3	32506640	0.0414397	0.220429	580	6.9962e-06
CuGr>GiG	3	32506640	0.100908	1.10909	12465	9.83352e-06
CuGr>G<rG	3	32506640	0.0903264	9.05294	4082	1.47591e-05
CuGr>Gr>G	3	32506640	0.0857587	2.08887	6124	8.40492e-06
CuGr>GpMF	3	4475968	0.136251	1.92527	1594	2.99313e-05
CuGr>GpPW	3	2827744	0.231613	3.97328	2616	4.25578e-05
CuGpMFpG	3	32506640	0.106256	1.4075	693	1.73201e-05
CuGpPWpG	3	32506640	0.0883906	1.20256	1212	1.36637e-05
CiPCiCpD	3	212624	0.0061376	0.014528	19	0.000199642
CiPCiCtD	3	212624	0.0105774	0.0283176	18	0.000308714
CiPCiCbG	3	32506640	0.000840844	0.00197489	61	8.85882e-06
CiPCiCdG	3	32506640	0.00236475	0.00421726	18	8.55217e-06
CiPCiCuG	3	32506640	0.00222431	0.00399454	17	8.7753e-06
CiPCiCiPC	3	535440	0.00492679	0.0118669	19	0.000116137
CiPCiCcSE	3	8899168	0.0359426	0.1066	59	6.81625e-05
CcSEcCpD	3	212624	0.245372	85.6848	5401	0.000400305
CcSEcCtD	3	212624	0.38648	139.044	6460	0.000584961
CcSEcCbG	3	32506640	0.0427361	10.4732	52469	1.75151e-05
CcSEcCdG	3	32506640	0.0880088	21.5443	15099	1.64847e-05
CcSEcCuG	3	32506640	0.101276	18.9213	10690	1.70772e-05
CcSEcCiPC	3	535440	0.628767	60.2252	3253	0.000591276
CcSEcCcSE	3	8899168	0.68307	769.437	93133	0.000154233
DlAlDrD	3	18769	0.820182	20.3031	457	0.00521062
DlAlDaG	3	2869465	0.186261	1.54435	648	0.000189427
DlAlDdG	3	2869465	0.169206	0.750799	77	0.00012888
DlAlDuG	3	2869465	0.167926	0.757136	86	0.000127403
DlAlDpS	3	60006	0.820735	23.0404	577	0.00287205
DlAdGaD	3	18769	0.785977	56.2431	1966	0.000908298
DlAdGdD	3	18769	0.255901	34.0113	1151	0.000653098
DlAdGuD	3	18769	0.261069	32.9405	1081	0.000628611
DlAdGcG	3	2869465	0.327479	2.84181	1162	7.3563e-05
DlAdGiG	3	2869465	0.506951	8.09977	23879	7.48437e-05
DlAdG<rG	3	2869465	0.180483	7.90902	1278	3.22767e-05
DlAdGr>G	3	2869465	0.250099	7.44531	5449	3.08207e-05
DlAdGpMF	3	395108	0.69666	18.7724	2920	0.000251125
DlAdGpPW	3	249614	0.796722	25.5833	4957	0.000299877
DlAeGaD	3	18769	0.930524	316.29	7664	0.00192676
DlAeGdD	3	18769	0.306463	175.999	3977	0.00111729
DlAeGuD	3	18769	0.303905	176.75	3784	0.00111444
DlAeGcG	3	2869465	0.493236	14.88	6050	0.000128067
DlAeGiG	3	2869465	0.677157	52.6648	116302	0.000143235
DlAeG<rG	3	2869465	0.212388	49.9596	5717	6.16808e-05
DlAeGr>G	3	2869465	0.319706	46.578	24433	6.041e-05
DlAeGpMF	3	395108	0.930503	97.5813	12733	0.000462579
DlAeGpPW	3	249614	0.953072	157.265	20161	0.000592101
DlAuGaD	3	18769	0.782674	51.8191	1457	0.000959843
DlAuGdD	3	18769	0.259577	30.3799	841	0.000684523
DlAuGuD	3	18769	0.260483	32.8579	812	0.000704053
DlAuGcG	3	2869465	0.328103	2.76254	1254	7.93025e-05
DlAuGiG	3	2869465	0.4951	7.90134	20925	8.00896e-05
DlAuG<rG	3	2869465	0.180381	7.69421	1025	3.56148e-05
DlAuGr>G	3	2869465	0.251864	7.42167	4266	3.45661e-05
DlAuGpMF	3	395108	0.687005	17.1849	2655	0.000266486
DlAuGpPW	3	249614	0.787131	24.3983	3674	0.000320989
DpCrCpD	3	18769	0.029943	0.127764	44	0.000340642
DpCrCtD	3	18769	0.0216847	0.136821	47	0.000242192
DpCrCbG	3	2869465	0.0019826	0.0152966	273	1.35991e-05
DpCrCdG	3	2869465	0.00455207	0.0155405	85	9.29711e-06
DpCrCuG	3	2869465	0.00426212	0.0155656	120	9.45484e-06
DpCrCiPC	3	47265	0.0168201	0.059981	76	0.000379986
DpCrCcSE	3	785558	0.0707968	0.548991	261	9.88022e-05
DpCpDrD	3	18769	0.0554638	0.209494	31	0.000804648
DpCpDaG	3	2869465	0.012203	0.0340642	40	3.97722e-05
DpCpDdG	3	2869465	0.00932787	0.0216828	19	3.35695e-05
DpCpDuG	3	2869465	0.00930626	0.0215657	19	3.30392e-05
DpCpDpS	3	60006	0.0955571	0.411609	42	0.000566474
DpCtDrD	3	18769	0.0311684	0.0941979	23	0.000561109
DpCtDaG	3	2869465	0.00887622	0.0218741	39	2.54369e-05
DpCtDdG	3	2869465	0.00561638	0.0106996	12	2.27669e-05
DpCtDuG	3	2869465	0.00565262	0.0107487	14	2.25122e-05
DpCtDpS	3	60006	0.0594607	0.174949	28	0.000351616
DpCbGaD	3	18769	0.144067	1.43023	153	0.000419432
DpCbGdD	3	18769	0.0330865	0.127391	36	7.02431e-05
DpCbGuD	3	18769	0.0293036	0.0864724	57	6.68735e-05
DpCbGcG	3	2869465	0.00385438	0.0113627	41	9.52142e-06
DpCbGiG	3	2869465	0.0112544	0.0319697	109	1.31709e-05
DpCbG<rG	3	2869465	0.00769168	0.0167658	26	2.92552e-06
DpCbGr>G	3	2869465	0.00973282	0.0298599	97	4.99928e-06
DpCbGpMF	3	395108	0.0262333	0.193157	299	7.79283e-05
DpCbGpPW	3	249614	0.0435512	0.300965	303	0.00010689
DpCdGaD	3	18769	0.0921733	0.462465	62	0.000146609
DpCdGdD	3	18769	0.0382546	0.158613	32	7.58542e-05
DpCdGuD	3	18769	0.0435825	0.239437	58	0.0001079
DpCdGcG	3	2869465	0.00660855	0.012487	24	7.81951e-06
DpCdGiG	3	2869465	0.022806	0.0662319	440	1.16464e-05
DpCdG<rG	3	2869465	0.0476688	0.478549	143	2.53064e-05
DpCdGr>G	3	2869465	0.028367	0.120815	231	1.33353e-05
DpCdGpMF	3	395108	0.0300045	0.102253	67	3.28756e-05
DpCdGpPW	3	249614	0.0659018	0.229671	112	5.35069e-05
DpCuGaD	3	18769	0.098034	0.455538	65	0.00015942
DpCuGdD	3	18769	0.0400128	0.191166	36	8.95071e-05
DpCuGuD	3	18769	0.0401726	0.185892	37	9.25906e-05
DpCuGcG	3	2869465	0.00647333	0.0121964	16	7.7363e-06
DpCuGiG	3	2869465	0.0199494	0.0500403	479	1.0694e-05
DpCuG<rG	3	2869465	0.0427254	0.27945	147	2.00113e-05
DpCuGr>G	3	2869465	0.0240731	0.113762	264	1.11353e-05
DpCuGpMF	3	395108	0.02923	0.10081	98	3.4239e-05
DpCuGpPW	3	249614	0.0612185	0.206623	194	5.15433e-05
DtCrCtD	3	18769	0.0530662	0.522564	125	0.000694404
DtCrCbG	3	2869465	0.00257295	0.0143358	384	2.34121e-05
DtCrCdG	3	2869465	0.0109303	0.0517386	241	2.97612e-05
DtCrCuG	3	2869465	0.0107689	0.0520271	238	3.15789e-05
DtCrCiPC	3	47265	0.0168835	0.0910187	235	0.000566714
DtCrCcSE	3	785558	0.0877784	0.776736	369	0.000141037
DtCpDrD	3	18769	0.049017	0.128883	18	0.000614826
DtCpDaG	3	2869465	0.00984434	0.0245534	21	3.07933e-05
DtCpDdG	3	2869465	0.00740765	0.013214	8	2.97253e-05
DtCpDuG	3	2869465	0.0073735	0.0132234	7	2.86863e-05
DtCpDpS	3	60006	0.0768423	0.22881	23	0.000402559
DtCtDrD	3	18769	0.169695	1.52288	67	0.00160272
DtCtDaG	3	2869465	0.0380266	0.182116	128	7.53761e-05
DtCtDdG	3	2869465	0.0301192	0.0987721	32	5.83828e-05
DtCtDuG	3	2869465	0.0306719	0.101361	37	5.77365e-05
DtCtDpS	3	60006	0.191098	1.47509	118	0.000864113
DtCbGaD	3	18769	0.244392	2.13863	188	0.000621324
DtCbGdD	3	18769	0.0651074	0.298364	53	0.000168425
DtCbGuD	3	18769	0.0691566	0.302041	53	0.000195023
DtCbGcG	3	2869465	0.00662458	0.0131265	27	1.73143e-05
DtCbGiG	3	2869465	0.0276334	0.0811437	377	2.69012e-05
DtCbG<rG	3	2869465	0.0314316	0.0891553	53	1.20318e-05
DtCbGr>G	3	2869465	0.0269026	0.103681	193	1.76165e-05
DtCbGpMF	3	395108	0.0498218	0.332403	245	0.000142539
DtCbGpPW	3	249614	0.0840378	0.470346	352	0.000207562
DtCdGaD	3	18769	0.244712	2.86318	671	0.000421951
DtCdGdD	3	18769	0.0993127	1.17119	159	0.000259318
DtCdGuD	3	18769	0.10544	1.81054	515	0.000324438
DtCdGcG	3	2869465	0.0304625	0.0898307	114	2.57839e-05
DtCdGiG	3	2869465	0.0884106	0.525157	3753	3.91274e-05
DtCdG<rG	3	2869465	0.0983831	2.51773	1224	6.2888e-05
DtCdGr>G	3	2869465	0.0820662	0.809907	1605	3.59206e-05
DtCdGpMF	3	395108	0.102944	0.74897	518	0.000104914
DtCdGpPW	3	249614	0.20305	1.69431	900	0.000168651
DtCuGaD	3	18769	0.265864	3.31813	378	0.000491996
DtCuGdD	3	18769	0.0985668	1.27833	260	0.000302409
DtCuGuD	3	18769	0.102616	1.54904	216	0.000351011
DtCuGcG	3	2869465	0.0316477	0.0878718	99	2.7356e-05
DtCuGiG	3	2869465	0.0790172	0.373538	3063	3.88378e-05
DtCuG<rG	3	2869465	0.0885642	1.69285	843	5.63069e-05
DtCuGr>G	3	2869465	0.0760278	0.730018	1576	3.5489e-05
DtCuGpMF	3	395108	0.110481	0.713625	424	0.000116505
DtCuGpPW	3	249614	0.209956	1.54597	687	0.000178891
DrDlAdG	3	2869465	0.503165	3.95121	109	0.000139101
DrDlAeG	3	2869465	0.747103	20.8561	306	0.000248466
DrDlAuG	3	2869465	0.532313	3.82658	96	0.000150158
DrDpCbG	3	2869465	0.00300509	0.010381	69	1.8473e-05
DrDpCdG	3	2869465	0.00531284	0.0116008	23	1.40821e-05
DrDpCuG	3	2869465	0.00514904	0.0115018	24	1.34431e-05
DrDpCiPC	3	47265	0.0192955	0.0412991	37	0.000635333
DrDpCcSE	3	785558	0.136012	0.657255	102	0.000182546
DrDtCbG	3	2869465	0.0079757	0.0284001	84	3.80361e-05
DrDtCdG	3	2869465	0.0317014	0.153166	82	4.86135e-05
DrDtCuG	3	2869465	0.0336498	0.142185	64	5.23309e-05
DrDtCiPC	3	47265	0.0366021	0.118333	44	0.000978466
DrDtCcSE	3	785558	0.200749	1.37718	137	0.000244756
DrDrDrD	3	18769	0.435186	9.45985	318	0.00452433
DrDrDaG	3	2869465	0.0778783	0.343568	289	0.000156411
DrDrDdG	3	2869465	0.0681712	0.191596	31	0.000111372
DrDrDuG	3	2869465	0.0699949	0.208107	32	0.000111487
DrDrDpS	3	60006	0.445039	6.01082	242	0.00239603
DrDaGaD	3	18769	0.765251	27.8807	559	0.00269691
DrDaGdD	3	18769	0.228409	2.39693	79	0.000793765
DrDaGuD	3	18769	0.230913	3.19431	112	0.000886087
DrDaGcG	3	2869465	0.0809214	0.166578	58	8.73451e-05
DrDaGiG	3	2869465	0.253393	1.34045	1398	0.000136747
DrDaG<rG	3	2869465	0.14883	1.13277	132	5.11374e-05
DrDaGr>G	3	2869465	0.152528	1.29524	585	6.36336e-05
DrDaGpMF	3	395108	0.324661	2.271	323	0.000452173
DrDaGpPW	3	249614	0.571583	5.95947	620	0.000681735
DrDdGaD	3	18769	0.435559	2.40823	78	0.000765027
DrDdGdD	3	18769	0.177473	1.81885	94	0.00039854
DrDdGuD	3	18769	0.17433	1.17875	57	0.000514776
DrDdGcG	3	2869465	0.0612372	0.105306	55	6.10917e-05
DrDdGiG	3	2869465	0.131876	0.344794	1101	6.84603e-05
DrDdG<rG	3	2869465	0.105656	0.407038	61	3.26447e-05
DrDdGr>G	3	2869465	0.0849287	0.35061	266	3.09845e-05
DrDdGpMF	3	395108	0.203886	0.78434	135	0.000226397
DrDdGpPW	3	249614	0.340269	1.13631	190	0.00027614
DrDuGaD	3	18769	0.456178	3.2339	149	0.000873318
DrDuGdD	3	18769	0.175289	1.15909	41	0.000510571
DrDuGuD	3	18769	0.182642	2.24796	152	0.000431964
DrDuGcG	3	2869465	0.0630184	0.10033	44	6.00474e-05
DrDuGiG	3	2869465	0.155772	0.430545	1050	6.95263e-05
DrDuG<rG	3	2869465	0.109177	0.550841	96	3.689e-05
DrDuGr>G	3	2869465	0.0930285	0.418052	246	3.21417e-05
DrDuGpMF	3	395108	0.217206	0.862559	134	0.000229777
DrDuGpPW	3	249614	0.375824	1.51478	269	0.000306424
DrDpSpD	3	18769	0.830998	24.343	541	0.00506087
DaGdAdG	3	2869465	0.689212	98.1199	3221	0.000175336
DaGdAeG	3	2869465	0.82102	274.196	3763	0.00014256
DaGdAuG	3	2869465	0.726431	87.8443	2123	0.000180811
DaGeAdG	3	2869465	0.698473	256.038	10102	0.000128997
DaGeAeG	3	2869465	0.843743	1280.66	20999	0.00020783
DaGeAuG	3	2869465	0.737677	249.708	7884	0.000137465
DaGuAdG	3	2869465	0.687113	86.248	3401	0.000175881
DaGuAeG	3	2869465	0.821522	264.805	3864	0.000148712
DaGuAuG	3	2869465	0.725247	82.8242	2860	0.000185815
DaGpBPpG	3	2869465	0.613572	129.361	20734	0.000203503
DaGpCCpG	3	2869465	0.369771	11.0541	1645	0.00014768
DaGbCbG	3	2869465	0.0245283	0.237504	1510	3.21733e-05
DaGbCdG	3	2869465	0.0494245	0.36597	483	2.20028e-05
DaGbCuG	3	2869465	0.0534898	0.332325	394	2.32716e-05
DaGbCiPC	3	47265	0.202116	0.781233	94	0.000668967
DaGbCcSE	3	785558	0.387699	8.07194	1907	0.000136709
DaGdCbG	3	2869465	0.01651	0.126296	1400	1.07467e-05
DaGdCdG	3	2869465	0.0816473	1.37558	1716	3.16659e-05
DaGdCuG	3	2869465	0.0897331	1.26605	1522	3.39061e-05
DaGdCiPC	3	47265	0.134582	0.586332	341	0.000247785
DaGdCcSE	3	785558	0.317969	5.45576	1990	6.27137e-05
DaGuCbG	3	2869465	0.0197465	0.149657	963	1.34962e-05
DaGuCdG	3	2869465	0.0918548	1.68009	1103	3.91262e-05
DaGuCuG	3	2869465	0.101963	1.59092	831	4.21371e-05
DaGuCiPC	3	47265	0.161473	0.700645	176	0.000320934
DaGuCcSE	3	785558	0.350308	6.16386	1375	7.57102e-05
