1;2.5;G;CbGaD;Compound::DB00635;Gene::213;Disease::DOID:2841
1;2.5;G;CbGaD;Compound::DB00635;Gene::2908;Disease::DOID:2841
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::718;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3162;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2729;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5139;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3091;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6198;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::56729;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3557;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::623;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2811;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::308;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1490;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2155;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7124;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3791;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3586;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::8654;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::462;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3356;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::10928;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2335;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7048;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2952;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3156;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4625;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::153;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::335;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6647;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2153;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5443;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3030;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2878;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7076;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4306;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1071;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6352;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4878;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3363;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1636;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2247;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3371;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3329;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::338;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5581;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1909;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1843;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3553;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2837;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::185;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::846;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2920;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3827;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5333;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3569;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5580;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::9370;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5327;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4313;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::217;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2876;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4015;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::596;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4316;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::10891;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3240;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5228;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::490;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6648;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3039;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::22796;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6403;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2056;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::348;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7412;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3690;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::177;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6376;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4524;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3383;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5069;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::10266;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5743;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4880;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3479;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2982;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::285;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2147;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4318;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::10911;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7422;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1471;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::552;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2149;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3627;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::284;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1910;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6347;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::948;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4843;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::59272;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1906;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1075;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1585;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2006;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3600;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1535;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::133;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2152;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4879;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2626;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::183;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2100;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7040;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2944;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4973;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6546;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5054;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2643;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::27020;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4353;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6401;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2697;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4018;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3816;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3764;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1536;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6649;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::332;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5972;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::476;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3952;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3291;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1329;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2806;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4023;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::213;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5444;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::959;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::154;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::207;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1524;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3685;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4282;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7056;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::6548;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4846;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::4312;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5340;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::7450;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::847;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::624;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::134;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3576;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::1401;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::23038;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::2805;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5468;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::3397;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:3393;Gene::5473;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::55328;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::7124;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3586;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::2952;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::153;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::1636;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::1356;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::51083;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::1843;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3553;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3569;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3630;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3240;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::6648;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3039;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::723961;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::973;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3479;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3627;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3958;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::4843;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::1956;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::1234;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::2641;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::6750;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3291;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::4842;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::213;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::959;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::7421;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::4846;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::847;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::3767;Disease::DOID:10763
22;24;DG;CtDaGaD;Compound::DB00178;Disease::DOID:9744;Gene::1401;Disease::DOID:10763
22;24;DG;CtDdGaD;Compound::DB00178;Disease::DOID:3393;Gene::3038;Disease::DOID:10763
22;24;DG;CtDdGdD;Compound::DB00178;Disease::DOID:3393;Gene::3038;Disease::DOID:10763
23;40;G;CbGaD;Compound::DB01348;Gene::1636;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6565;Compound::DB00492;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6565;Compound::DB00691;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6565;Compound::DB00178;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6565;Compound::DB00519;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6565;Compound::DB00542;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6565;Compound::DB00881;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6565;Compound::DB00790;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00678;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00492;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00584;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB01197;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00691;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00178;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00722;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00519;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00542;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00881;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::1636;Compound::DB00790;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00492;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00584;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB01197;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00691;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00968;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00178;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00722;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00519;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00542;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00881;Disease::DOID:10763
23;40;GC;CbGbCtD;Compound::DB01348;Gene::6564;Compound::DB00790;Disease::DOID:10763
23;40;GD;CbGaDrD;Compound::DB01348;Gene::1636;Disease::DOID:784;Disease::DOID:10763
23;40;GD;CbGaDrD;Compound::DB01348;Gene::1636;Disease::DOID:1312;Disease::DOID:10763
23;40;GD;CbGaDrD;Compound::DB01348;Gene::1636;Disease::DOID:14221;Disease::DOID:10763
23;40;GD;CbGaDrD;Compound::DB01348;Gene::1636;Disease::DOID:9352;Disease::DOID:10763
23;40;GD;CbGaDrD;Compound::DB01348;Gene::1636;Disease::DOID:9970;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00691;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00691;Gene::59272;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00790;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00731;Gene::1577;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00731;Gene::5742;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00731;Gene::213;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00731;Gene::3767;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00731;Gene::5468;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00178;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00584;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00722;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00722;Gene::59272;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB01340;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00492;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00542;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00542;Gene::4524;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00519;Gene::1636;Disease::DOID:10763
23;40;CG;CrCbGaD;Compound::DB01348;Compound::DB00881;Gene::1636;Disease::DOID:10763
23;40;CG;CrCdGaD;Compound::DB01348;Compound::DB00722;Gene::211;Disease::DOID:10763
23;40;CG;CrCdGaD;Compound::DB01348;Compound::DB00584;Gene::4313;Disease::DOID:10763
23;40;CG;CrCdGaD;Compound::DB01348;Compound::DB00584;Gene::7422;Disease::DOID:10763
23;40;CG;CrCdGaD;Compound::DB01348;Compound::DB00584;Gene::2697;Disease::DOID:10763
23;40;CG;CrCuGaD;Compound::DB01348;Compound::DB00790;Gene::154;Disease::DOID:10763
24;7;G;CbGaD;Compound::DB00177;Gene::213;Disease::DOID:10763
24;7;G;CbGaD;Compound::DB00177;Gene::185;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::213;Compound::DB00678;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::213;Compound::DB01197;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::213;Compound::DB00903;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::213;Compound::DB00695;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::185;Compound::DB01029;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::185;Compound::DB00678;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::185;Compound::DB00876;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::185;Compound::DB00275;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::185;Compound::DB00796;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::185;Compound::DB00966;Disease::DOID:10763
24;7;GC;CbGbCtD;Compound::DB00177;Gene::1559;Compound::DB00661;Disease::DOID:10763
