Fat SQ_fdr	Fat Visceral_fdr	Aorta_fdr	Artery Coronary_fdr	Artery Tibial_fdr	Colon_fdr	Esophagus_fdr	Heart Atrial_fdr	Liver_fdr	Lung_fdr	Nerve Tibial_fdr	Pituitary_fdr	Thyroid_fdr	Fat SQ_amp	Fat Visceral_amp	Aorta_amp	Artery Coronary_amp	Artery Tibial_amp	Colon_amp	Esophagus_amp	Heart Atrial_amp	Liver_amp	Lung_amp	Nerve Tibial_amp	Pituitary_amp	Thyroid_amp	Fat SQ_exp	Fat Visceral_exp	Aorta_exp	Artery Coronary_exp	Artery Tibial_exp	Colon_exp	Esophagus_exp	Heart Atrial_exp	Liver_exp	Lung_exp	Nerve Tibial_exp	Pituitary_exp	Thyroid_exp
0.9397	0.6274	0.6658	0.1407	0.1465	0.9291	0.3879	0.4834	0.8214	0.0628	0.0719	0.9333	0.6580	0.0887	0.1187	0.0861	0.1344	0.1300	0.0945	0.1288	0.0971	0.1589	0.1473	0.1452	0.0572	0.0988	211.9000	189.6000	197.9000	204.8000	208.7000	152.1000	168.6667	100.3000	84.2300	194.9000	187.6000	115.0000	152.5000
0.5029	0.3064	0.6664	0.0861	0.7669	0.0662	0.0064	0.0319	0.5991	0.7992	0.8240	0.1324	0.3116	0.0814	0.1623	0.1431	0.2678	0.1115	0.2094	0.3242	0.2248	0.0932	0.1158	0.0684	0.0521	0.1886	13.2400	11.0500	11.7700	11.3000	12.8000	11.8450	12.6350	5.8910	22.8900	17.8700	17.7550	21.6100	18.8400
0.5138	0.2354	0.2070	0.7800	0.7008	0.9290	0.5806	0.1997	0.7873	0.8188	0.9157	0.4890	0.3408	0.0910	0.1684	0.1173	0.0947	0.0640	0.0309	0.1394	0.1611	0.0270	0.0972	0.0308	0.1117	0.1338	13.2650	11.1700	13.4600	13.5700	14.3500	13.0225	12.8483	7.0570	12.9600	12.5900	21.2950	23.4900	20.8350
0.8472	0.0269	0.0701	0.0210	0.1525	0.9755	0.9472	0.5413	0.3595	0.4009	0.0472	0.8458	0.5017	0.0787	0.1984	0.1666	0.1568	0.0933	0.0221	0.0526	0.1327	0.1337	0.0984	0.1056	0.0226	0.0905	27.2050	22.5300	40.5400	28.5900	35.1800	32.6575	40.3817	18.9900	12.2400	33.6300	32.9150	51.3600	42.5700
0.8121	0.2410	0.8493	0.2732	0.0720	0.6744	0.7532	0.8251	0.1127	0.1492	0.0629	0.7575	0.3269	0.0840	0.1712	0.0350	0.1349	0.1581	0.1273	0.0300	0.0969	0.1708	0.1470	0.1141	0.0298	0.0982	80.8900	69.5300	86.1400	87.5200	96.5000	71.0450	84.3100	46.9600	46.8900	84.6000	80.0000	60.6400	69.4100
0.8364	0.5872	0.0348	0.2732	0.1157	0.9945	0.1655	0.7052	0.9378	0.9614	0.6273	0.9736	0.8264	0.0740	0.1775	0.2199	0.2169	0.2279	0.0887	0.2919	0.1439	0.1944	0.1275	0.1005	0.1367	0.1302	66.5650	56.6800	107.2000	123.2000	161.8000	109.0100	84.1800	23.4300	13.3000	117.1000	71.2950	33.7000	86.2850
0.9014	0.9064	0.7686	0.8752	0.6951	0.4047	0.2075	0.9773	0.8843	0.9694	0.9195	0.8794	0.3339	0.0726	0.0899	0.0968	0.0944	0.1327	0.0368	0.0840	0.1098	0.1277	0.0521	0.0870	0.1013	0.1848	464.0000	455.9000	505.5000	468.2000	502.0000	425.8000	452.1833	168.5000	130.5000	437.2000	507.3000	348.8000	466.9500
0.7205	0.4439	0.5615	0.0651	0.9989	0.0675	0.0635	0.9143	0.9275	0.6288	0.3202	0.4750	0.6467	0.1522	0.1370	0.1158	0.2369	0.0391	0.1917	0.2355	0.1346	0.0554	0.1084	0.1633	0.2186	0.1485	4.9160	4.4340	4.9600	5.0100	4.5280	7.1530	6.4657	10.3500	2.8130	6.2460	6.8070	11.3300	12.1000
0.2659	0.3144	0.4890	0.0517	0.8451	0.2529	0.2458	0.0205	0.0334	0.7317	0.1162	0.1520	0.0581	0.4747	0.4313	0.3575	0.5089	0.5080	0.4919	0.3516	0.6997	0.4198	0.4579	0.3494	0.6329	0.0495	46.2650	43.7000	8.3960	16.7200	10.4000	12.0200	19.9000	8.9250	1.3840	91.0900	40.4550	4.1110	14.6850
0.9716	0.2411	0.8340	0.8731	0.9663	0.7958	0.0732	0.0753	0.6023	0.7697	0.9130	0.3653	0.9306	0.0614	0.1825	0.0501	0.0785	0.0173	0.1129	0.1887	0.2077	0.0645	0.0794	0.0384	0.1489	0.0856	21.9800	20.5400	18.6000	20.5700	20.5100	24.4650	22.1050	12.7300	14.1400	24.9500	30.4800	25.5700	28.7400
0.7315	0.2769	0.0752	0.0945	0.9873	0.3672	0.0045	0.2052	0.4172	0.9961	0.8724	0.8671	0.9833	0.0997	0.1646	0.2187	0.3105	0.0301	0.1947	0.3087	0.2296	0.1217	0.0816	0.0849	0.1130	0.1523	33.8850	31.0000	29.1700	30.3900	28.1900	31.1100	28.8217	13.1000	29.1200	60.8200	60.6850	40.5500	52.4000
0.8625	0.4757	0.4525	0.9994	0.6535	0.3385	0.6872	0.0301	0.8541	0.7267	0.7471	0.8751	0.9165	0.0717	0.1608	0.1173	0.0779	0.1015	0.1381	0.1264	0.1981	0.0287	0.0300	0.0418	0.1412	0.0733	13.2200	10.6400	10.8600	12.2200	13.9500	11.1337	12.0710	5.2980	3.7870	7.7410	24.8850	9.9460	20.5400
0.4493	0.8651	0.0520	0.0219	0.1106	0.9168	0.6916	0.2169	0.7352	0.3847	0.0617	0.8651	0.3292	0.1078	0.0811	0.1668	0.1987	0.1253	0.0248	0.1140	0.1711	0.1075	0.1252	0.1101	0.0645	0.1571	18.2000	14.3600	25.6800	22.8600	26.8100	21.9650	20.6067	8.0580	6.5880	23.2300	27.0400	24.3800	29.5950
0.9661	0.7742	0.7942	0.6075	0.3769	0.9190	0.4090	0.8314	0.3238	0.9905	0.9952	0.7559	0.2276	0.0455	0.1015	0.0709	0.0832	0.1281	0.0460	0.0217	0.1365	0.1046	0.0453	0.0263	0.0483	0.1077	34.7100	33.2400	46.2200	39.8600	46.8700	43.4950	59.8750	18.7700	29.4300	42.5000	45.5550	38.1600	44.5000
0.8103	0.3065	0.9303	0.3390	0.1521	0.2379	0.2547	0.3264	0.9092	0.4130	0.2971	0.3407	0.4140	0.0907	0.1665	0.1347	0.2487	0.4538	0.3455	0.4967	0.5685	0.0485	0.2482	0.2153	0.1397	0.4063	5.7890	5.4230	18.0300	13.2400	7.4870	10.6785	5.9008	2.6200	117.2000	18.6900	8.7700	11.1700	5.8890
0.9147	0.5414	0.9312	0.8765	0.8297	0.1081	0.5784	0.6894	0.1030	0.9667	0.2836	0.9373	0.3623	0.0600	0.1028	0.0483	0.0305	0.0533	0.1071	0.1234	0.1048	0.1027	0.0368	0.0771	0.0693	0.0965	36.6150	36.2200	39.6700	38.6600	36.0700	34.2050	34.0733	16.4800	21.1800	48.8400	42.9550	55.7300	61.8650
0.0369	0.4535	0.2174	0.1752	0.9734	0.1977	0.1639	0.6291	0.0029	0.5256	0.0935	0.8860	0.8336	0.1984	0.1577	0.1402	0.3308	0.0502	0.2048	0.2551	0.2354	0.1961	0.0243	0.1537	0.0779	0.1097	37.6100	32.4600	57.1900	48.4200	41.5300	45.5775	40.6900	20.5300	21.4000	60.5300	74.1050	190.4000	73.8200
0.5003	0.1532	0.3722	0.1917	0.3265	0.1590	0.5624	0.7242	0.8962	0.7375	0.7113	0.8830	0.1869	0.2079	0.2393	0.2171	0.2967	0.2271	0.2626	0.0858	0.2094	0.1542	0.1804	0.0605	0.0814	0.2249	307.8000	255.0000	578.0000	565.3000	691.3000	340.7000	499.0500	213.3000	70.9900	393.0000	567.6500	317.1000	433.2000
0.7733	0.4790	0.8073	0.9064	0.9242	0.5070	0.5764	0.4244	0.6166	0.8329	0.2637	0.7079	0.8574	0.1725	0.1841	0.1312	0.1469	0.1793	0.2323	0.2774	0.2616	0.2796	0.0656	0.1367	0.3659	0.2011	7.0290	7.7150	4.6680	4.7240	2.7340	5.9858	6.1950	3.4490	4.1960	15.2400	7.9520	6.0190	9.7660
0.8049	0.7204	0.8860	0.4867	0.9271	0.7105	0.0396	0.2351	0.1120	0.8984	0.9649	0.0645	0.8463	0.0287	0.1178	0.0518	0.1204	0.0255	0.0811	0.1359	0.2494	0.2008	0.0529	0.0141	0.1805	0.0970	11.8400	11.9600	14.8500	12.9900	14.5200	13.1625	14.6233	5.7160	5.6840	16.1300	17.2150	14.8700	33.6700
0.9591	0.0321	0.3227	0.8596	0.6592	0.8907	0.5663	0.6997	0.8428	0.6664	0.4315	0.4384	0.1750	0.1067	0.2755	0.2434	0.2976	0.1153	0.2051	0.3317	0.1741	0.0714	0.2028	0.0724	0.1145	0.3255	20.6450	16.1000	16.9500	19.9600	15.7800	18.0425	17.2550	8.0180	10.1900	36.0500	34.7200	36.2600	144.3000
0.0093	0.0007	0.7368	0.8797	0.6408	0.1680	0.0210	0.3766	0.8204	0.9995	0.9793	0.1914	0.0086	0.4368	0.4489	0.1832	0.3601	0.2346	0.2354	0.4445	0.3140	0.3445	0.0690	0.0503	0.1742	0.2960	28.6550	31.6500	41.4900	29.3100	16.5300	28.8525	33.0683	12.2300	1.6980	37.2700	45.9200	170.8000	122.5000
0.4235	0.4595	0.3697	0.2205	0.9161	0.3750	0.4518	0.5694	0.7879	0.8075	0.6044	0.3233	0.9525	0.1499	0.1224	0.1647	0.2534	0.0359	0.1616	0.2352	0.1515	0.1034	0.0600	0.0334	0.1432	0.0338	17.8300	16.1100	30.7800	26.1000	25.9200	22.7950	18.2350	6.7150	7.7200	24.7000	27.0050	56.7900	35.5250
0.9549	0.0569	0.9297	0.1171	0.4651	0.0876	0.3335	0.2551	0.0320	0.8548	0.0373	0.9332	0.7329	0.2121	0.8174	0.1943	0.3854	0.2881	0.5059	0.4197	0.5478	0.3016	0.6012	0.5359	0.0686	0.1218	39.6900	25.5600	32.6300	30.7400	23.3500	24.7250	22.1033	6.5080	6.3060	62.1300	43.9050	72.2700	47.8500
0.3883	0.1817	0.9807	0.5343	0.2766	0.9088	0.9420	0.6365	0.7780	0.8518	0.2939	0.7121	0.7103	0.0932	0.1440	0.0514	0.1233	0.1372	0.0764	0.1015	0.1716	0.0241	0.0991	0.1058	0.0612	0.0849	23.7200	25.8400	34.0000	30.9900	27.7300	26.2750	28.0683	17.0600	13.8600	31.9400	40.9950	29.3800	34.4750
0.7755	0.6602	0.3940	0.8950	0.8880	0.9258	0.7055	0.7120	0.9413	0.9767	0.3924	0.9687	0.7553	0.0555	0.0847	0.0895	0.0975	0.0412	0.0265	0.1279	0.1357	0.2144	0.0496	0.0060	0.0373	0.0865	28.8550	26.5100	32.2400	31.6500	29.8400	31.4650	28.9017	13.5300	58.8900	36.0400	38.3100	39.6800	45.6050
0.9323	0.2777	0.8114	0.7505	0.9177	0.8178	0.3913	0.9819	0.8310	0.8342	0.7073	0.9574	0.6064	0.0077	0.2048	0.1423	0.2326	0.0662	0.2037	0.2835	0.1446	0.1604	0.1832	0.0432	0.0497	0.2447	11.0600	14.6600	14.6900	16.8100	11.0000	15.5975	13.3800	4.5860	82.6000	18.0000	22.1550	33.7800	36.1250
0.0239	0.0009	0.1083	0.0230	0.3001	0.0034	0.0004	0.0008	0.9005	0.1634	0.2406	0.4764	0.0140	0.2247	0.2756	0.2002	0.2079	0.1858	0.2429	0.3256	0.2783	0.1609	0.2051	0.1291	0.1604	0.3413	100.9000	71.4300	99.9300	90.9500	107.1000	68.6075	77.3367	31.4800	91.6100	61.5000	97.3500	53.5900	74.9850
0.7097	0.2046	0.4305	0.7798	0.6876	0.8207	0.0612	0.2285	0.9092	0.7548	0.9740	0.9412	0.8841	0.1378	0.2471	0.1482	0.0313	0.1838	0.1828	0.3489	0.2002	0.0862	0.1532	0.0899	0.0478	0.0691	10.9750	12.1500	4.8770	5.9720	2.9720	3.4295	4.8890	5.1030	3.1870	10.0100	14.0000	17.2700	19.6950
0.9999	0.9330	0.2448	0.7202	0.9586	0.8227	0.8592	0.0062	0.9265	0.7883	0.4550	0.4677	0.2816	0.0449	0.1117	0.0282	0.0533	0.1083	0.0285	0.0736	0.3233	0.1602	0.2151	0.0525	0.0792	0.1783	6.9530	7.2520	6.6530	7.0240	4.7110	5.1028	7.1057	4.0790	3.9780	10.7200	8.9430	14.9000	12.0400
0.9805	0.8553	0.7651	0.9367	0.7914	0.9753	0.9952	0.8906	0.3135	0.7737	0.6762	0.8695	0.4895	0.0220	0.0326	0.0273	0.0555	0.0262	0.0146	0.0570	0.1094	0.1284	0.1078	0.0609	0.0371	0.0807	157.9500	124.8000	217.1000	184.8000	208.4000	115.1425	165.8167	61.1000	34.6800	130.3000	159.3000	128.9000	118.1500
0.9711	0.9473	0.3995	0.7799	0.5354	0.7868	0.5685	0.2347	0.4469	0.7369	0.1639	0.5359	0.4054	0.0558	0.0960	0.1017	0.1691	0.0703	0.0370	0.0857	0.0750	0.0838	0.1087	0.0742	0.0103	0.0089	30.7600	29.6800	40.5800	38.3200	36.0700	40.1225	58.2433	25.4000	14.4300	54.2400	33.0500	69.5800	60.4900
0.9665	0.0090	0.2174	0.1869	0.7444	0.3165	0.0237	0.0289	0.6184	0.0621	0.8237	0.6237	0.3281	0.0450	0.2312	0.1509	0.2652	0.0741	0.1857	0.2163	0.2971	0.1342	0.1314	0.0626	0.0993	0.1660	45.1250	39.7400	37.5200	39.4800	40.4100	44.2350	40.8267	31.4100	20.6400	45.9600	66.3650	62.4300	71.0200
0.8703	0.3266	0.5213	0.6136	0.7844	0.9795	0.2233	0.1040	0.8214	0.9164	0.8533	0.2326	0.9077	0.0617	0.3150	0.2220	0.2964	0.2158	0.1005	0.2979	0.3545	0.1607	0.1721	0.1344	0.1660	0.1907	4.5560	3.4160	3.0990	3.2570	2.9640	4.2713	4.0795	2.3180	2.0300	4.6200	7.4105	4.3860	8.1215
0.0336	0.0639	0.0314	0.1860	0.0787	0.9500	0.9915	0.0136	0.9732	0.9781	0.0001	0.1089	0.4994	0.2152	0.2015	0.2134	0.1746	0.1626	0.0274	0.0746	0.3152	0.0733	0.1043	0.2569	0.1163	0.0931	17.2150	16.3200	19.4100	19.6300	18.2100	16.0753	22.0017	9.5120	16.2200	20.6100	23.3850	47.0700	50.6150
0.8860	0.1437	0.9389	0.8310	0.8911	0.1367	0.6719	0.9232	0.9243	0.6954	0.8313	0.9854	0.0128	0.1452	0.2861	0.1281	0.0939	0.1217	0.2516	0.0953	0.1740	0.0997	0.1530	0.1569	0.0960	0.3201	3.0125	2.5710	2.4470	2.6380	1.7330	4.4652	8.1765	2.6850	3.5590	5.4960	3.3660	6.8420	8.1285
0.0923	0.1039	0.3888	0.8340	0.5587	0.9361	0.5761	0.2660	0.2018	0.7304	0.8332	0.0582	0.4562	0.1265	0.1402	0.1004	0.1231	0.1001	0.0651	0.0594	0.1579	0.1505	0.1043	0.0485	0.1247	0.0877	86.5600	58.3900	89.7600	77.0900	103.8000	67.2700	71.9367	31.0100	22.7800	72.3600	101.8000	78.3400	90.7400
0.8863	0.9450	0.8576	0.5622	0.8579	0.5759	0.0899	0.2773	0.6324	0.7523	0.5436	0.9023	0.6535	0.1692	0.1558	0.2958	0.5026	0.2427	0.2415	0.3378	0.0936	0.1088	0.2537	0.1081	0.2241	0.1617	76.1800	76.2000	18.0600	46.8300	18.2100	21.0400	29.0800	30.7600	3.4810	55.9800	52.7600	11.4800	60.7650
0.0014	0.0028	0.0192	0.0001	0.3418	0.1461	0.1838	0.0967	0.0283	0.0463	0.0886	0.0159	0.0031	0.1969	0.2801	0.2083	0.2718	0.0962	0.1840	0.3551	0.2165	0.3739	0.2565	0.1348	0.1173	0.2338	20.6950	16.7100	28.0100	26.1800	29.3700	17.0355	17.9250	10.4200	10.0100	16.0900	32.8000	39.8800	32.1450
0.8002	0.7794	0.4365	0.1995	0.3830	0.9605	0.5095	0.8264	0.7879	0.3159	0.3581	0.6879	0.1159	0.0917	0.1466	0.3176	0.4596	0.1849	0.1080	0.1651	0.0834	0.1260	0.2508	0.1779	0.1303	0.2370	15.7600	15.6600	13.2500	25.3600	21.4900	6.4570	6.6423	4.2850	3.0120	32.8900	11.1000	5.7910	11.4250
0.0965	0.0007	0.0352	0.1419	0.3045	0.2446	0.7785	0.0020	0.4358	0.1419	0.7617	0.7575	0.0755	0.1545	0.4282	0.2249	0.2478	0.2230	0.2054	0.1721	0.3434	0.1962	0.2633	0.0559	0.1673	0.3013	27.0850	26.7700	18.8900	24.5000	21.3000	19.8700	17.6917	17.4300	11.5300	19.4400	39.4250	33.1000	32.3350
0.9202	0.8316	0.9934	0.9522	0.6842	0.9868	0.9524	0.9770	0.9249	0.9666	0.9280	0.9549	0.4142	0.0975	0.1217	0.1714	0.1345	0.1251	0.2385	0.2160	0.1798	0.2524	0.2126	0.1324	0.1130	0.1587	2.7335	3.7500	3.0010	3.3140	2.0910	2.1153	3.0243	1.4240	1.7350	2.6150	3.1360	4.6210	4.5965
0.8862	0.4635	0.6967	0.7558	0.9897	0.1616	0.1135	0.2437	0.6472	0.9867	0.9880	0.7909	0.5867	0.0369	0.0986	0.1505	0.1041	0.0660	0.1695	0.2566	0.3220	0.0314	0.1621	0.0775	0.0318	0.0798	12.1300	13.2100	19.9500	19.1200	20.1900	9.4383	8.2070	7.4850	5.3670	16.5700	17.4550	35.4300	12.6000
0.7077	0.3019	0.7105	0.6203	0.7431	0.3581	0.5494	0.7466	0.1040	0.9079	0.8392	0.9630	0.6820	0.1864	0.2319	0.0773	0.1950	0.1405	0.1473	0.3110	0.2927	0.3026	0.0986	0.0651	0.2131	0.0271	21.0450	14.3700	6.4040	7.7820	8.9960	10.8300	8.3383	3.9870	5.6890	9.6870	12.7250	4.9350	7.5105
0.4918	0.0181	0.2666	0.7311	0.1912	0.6344	0.6422	0.6219	0.1938	0.4762	0.0040	0.8867	0.0619	0.1071	0.2051	0.0813	0.0884	0.1202	0.0475	0.0829	0.1401	0.1682	0.1080	0.1820	0.0896	0.1230	35.4850	28.2800	22.3900	23.3800	28.6700	19.5800	23.3417	13.7500	7.0460	29.4100	43.0600	13.1300	22.8000
0.7616	0.2071	0.0020	0.0000	0.6428	0.0868	0.0607	0.0066	0.0033	0.7394	0.5275	0.8701	0.3184	0.0345	0.2605	0.2855	0.3435	0.0673	0.2324	0.3092	0.4344	0.4373	0.0696	0.0846	0.4700	0.1759	26.6600	34.1000	40.6200	31.6000	35.8200	28.1400	23.4867	17.9900	3.7370	63.0900	37.1350	33.1600	42.6850
0.8855	0.6948	0.4825	0.2373	0.1295	0.4516	0.9023	0.9712	0.8163	0.9043	0.3750	0.7165	0.1137	0.1110	0.1670	0.1884	0.1003	0.2506	0.0167	0.0662	0.1223	0.1443	0.1515	0.1359	0.1627	0.1918	6.9375	5.9950	4.6910	5.4850	5.3170	4.6330	6.2190	1.9840	2.0330	7.5450	6.9875	4.3240	5.9460
0.6671	0.4939	0.3569	0.4414	0.6068	0.7383	0.9169	0.0713	0.6949	0.8983	0.9820	0.8929	0.5530	0.0132	0.0721	0.0367	0.0442	0.0049	0.1159	0.0724	0.1981	0.1360	0.1082	0.0156	0.0285	0.0263	33.2150	28.7800	31.2000	30.8100	36.2200	28.4150	32.8983	27.1300	23.5100	28.2400	35.9800	22.7700	28.1650
0.2882	0.0146	0.9263	0.3677	0.9644	0.0476	0.0911	0.0098	0.9801	0.9672	0.0026	0.7159	0.1284	0.3123	0.4819	0.0370	0.4115	0.1120	0.4185	0.4235	0.3393	0.1425	0.1444	0.2566	0.1130	0.3456	27.8850	22.9700	13.4000	16.8800	8.5960	17.2250	23.1520	13.4200	0.9619	21.2000	34.8800	6.7620	17.5650
0.8310	0.5635	0.9391	0.4478	0.7194	0.8939	0.7404	0.0812	0.7406	0.5755	0.3536	0.5036	0.4985	0.0457	0.0690	0.0225	0.0139	0.0148	0.0596	0.0652	0.2151	0.1497	0.0850	0.0511	0.0884	0.0256	126.8000	124.8000	133.7000	145.0000	169.1000	156.9250	153.4667	261.4000	106.1000	90.9600	112.3000	115.4000	107.9500
0.3492	0.0024	0.2941	0.0166	0.2639	0.5869	0.4518	0.3929	0.7911	0.5732	0.1748	0.8165	0.2320	0.1677	0.3170	0.1002	0.1955	0.1315	0.1181	0.1293	0.1936	0.1275	0.1415	0.1174	0.1345	0.1190	21.9200	18.6200	17.8800	17.7100	17.3900	14.0925	13.4350	7.6360	6.9220	15.5700	21.8950	12.8600	25.5150
0.7987	0.9564	0.6490	0.3600	0.6795	0.4268	0.4548	0.5874	0.6428	0.2923	0.7021	0.9888	0.2395	0.0636	0.0867	0.0829	0.1754	0.0710	0.1247	0.2512	0.1683	0.1319	0.0407	0.0928	0.1045	0.1054	268.4000	267.3000	455.5000	290.8000	344.3000	250.0500	230.7500	174.5000	67.9400	328.5000	325.7000	188.7000	495.0000
0.2117	0.0334	0.7908	0.8094	0.4648	0.9617	0.8465	0.0578	0.1661	0.2945	0.9606	0.7731	0.5609	0.2665	0.3116	0.2267	0.1891	0.4134	0.1558	0.2455	0.2214	0.1632	0.2121	0.0815	0.0424	0.1706	51.6100	46.7000	8.1190	19.4400	9.6360	9.7873	12.9647	9.3220	1.1940	26.7700	26.5750	5.6040	29.3400
0.9052	0.0417	0.0709	0.0000	0.3683	0.1717	0.0000	0.0068	0.9440	0.7456	0.0414	0.5072	0.0372	0.1903	0.4895	0.2961	0.6150	0.4114	0.5734	0.7369	0.4638	0.3023	0.2365	0.4232	0.6197	0.4442	205.5000	329.6000	353.2000	339.1000	427.4000	70.7500	87.9300	88.0700	12.9500	165.7000	241.4000	38.3300	108.7000
0.8279	0.0145	0.0431	0.0001	0.3573	0.2804	0.7726	0.0080	0.8659	0.0644	0.8393	0.1435	0.1857	0.1115	0.4122	0.2732	0.4426	0.2178	0.2780	0.1671	0.3499	0.0911	0.2242	0.0891	0.1978	0.3238	6.0230	4.9550	12.7000	9.9230	8.6790	6.6837	8.3090	4.2540	2.6200	6.0830	17.0450	11.4000	14.4400
0.9945	0.4337	0.8499	0.1611	0.3496	0.7546	0.5103	0.4455	0.9612	0.9241	0.5972	0.6794	0.5379	0.0584	0.1439	0.0629	0.0611	0.1324	0.1166	0.1648	0.1133	0.1653	0.1111	0.1257	0.0922	0.0786	12.6950	9.2790	12.2200	12.1000	14.0500	8.9537	9.4248	4.6830	3.9570	9.7960	17.7300	7.8050	12.4000
0.9170	0.0349	0.4389	0.9660	0.7691	0.0094	0.5514	0.0501	0.7121	0.8986	0.3863	0.0005	0.5543	0.0803	0.2233	0.0880	0.0816	0.0662	0.2099	0.0522	0.2895	0.0260	0.0453	0.0285	0.2405	0.2219	11.9050	9.9760	19.4700	16.6600	15.9800	10.6315	10.1073	5.7600	7.6860	9.4410	12.1350	12.4800	11.9050
0.7418	0.7906	0.9397	0.9136	0.3375	0.7319	0.7741	0.9919	0.8732	0.7899	0.2399	0.0478	0.9697	0.0204	0.0352	0.0221	0.0512	0.1108	0.0759	0.0927	0.0982	0.1397	0.0869	0.1425	0.1462	0.0544	38.4450	35.9400	45.7200	47.5400	54.0600	36.1775	36.6767	19.4300	15.3000	37.4900	57.3600	43.2700	48.3350
0.8832	0.8044	0.1583	0.3881	0.7916	0.5989	0.1572	0.7295	0.1953	0.1694	0.1105	0.9224	0.5886	0.0634	0.1219	0.1354	0.0909	0.0346	0.1515	0.1762	0.0878	0.1475	0.2212	0.1280	0.0443	0.0657	90.0000	87.7400	123.3000	120.8000	131.8000	74.4725	86.6550	60.3800	35.2600	100.7000	90.9450	90.3700	85.4600
0.2579	0.4667	0.8399	0.9856	0.3058	0.3315	0.0329	0.6094	0.1087	0.8190	0.0701	0.6011	0.0533	0.3170	0.2097	0.3047	0.3364	0.4054	0.2615	0.3217	0.4587	0.2319	0.0591	0.2189	0.1509	0.3431	2.9895	2.2040	15.0600	14.9500	15.1200	1.7060	1.4980	1.4230	1.3480	5.5760	3.0215	3.2520	3.2080
0.8225	0.0228	0.5906	0.0081	0.4556	0.6311	0.6038	0.0072	0.1447	0.9742	0.9295	0.9815	0.8995	0.0995	0.3826	0.1059	0.2703	0.0663	0.1162	0.0430	0.5289	0.3217	0.1113	0.1109	0.1443	0.0264	16.6500	15.3200	16.9300	18.5200	15.9900	13.4200	14.8467	5.6110	6.5310	26.2900	20.4400	5.1890	13.2800
0.5478	0.9995	0.6006	0.7374	0.9460	0.9682	0.4720	0.0252	0.7984	0.8381	0.9425	0.8992	0.6447	0.0758	0.0477	0.0469	0.0570	0.0159	0.0833	0.0332	0.1960	0.1780	0.0675	0.0436	0.0544	0.0284	201.2500	175.2000	271.8000	235.6000	249.7000	170.7250	168.7667	151.8000	376.6000	131.6000	214.1000	197.5000	189.3500
0.6095	0.5728	0.1887	0.0108	0.5850	0.0235	0.4099	0.0796	0.2462	0.8217	0.7763	0.3159	0.6737	0.0272	0.0694	0.1146	0.1944	0.0920	0.1330	0.1429	0.2311	0.1295	0.0315	0.0366	0.1102	0.0460	30.8650	27.4100	29.7000	28.1000	32.7800	27.0925	26.6400	11.8100	14.1700	34.8500	37.3050	25.3400	30.6550
0.2066	0.3867	0.6747	0.2649	0.6310	0.5973	0.8787	0.2648	0.8825	0.9475	0.1183	0.1291	0.0257	0.1832	0.1397	0.0123	0.1402	0.1431	0.1068	0.0371	0.2121	0.1352	0.1205	0.1523	0.2181	0.2045	7.6440	6.1170	6.4260	5.9600	6.1840	6.8720	7.2187	2.6440	2.7090	5.7970	9.9860	5.8810	6.3125
0.7042	0.7553	0.5867	0.2004	0.6823	0.4363	0.4544	0.8779	0.4779	0.4866	0.2045	0.3553	0.8996	0.1756	0.1647	0.2073	0.2053	0.1766	0.1967	0.1779	0.1916	0.1522	0.2544	0.1636	0.0661	0.0905	8.1990	8.6400	18.5000	9.0840	9.1520	7.0260	11.4550	4.8160	3.4050	7.8590	14.6800	8.6830	9.3235
0.9102	0.2410	0.9985	0.7024	0.6792	0.8581	0.2559	0.0315	0.7296	0.6041	0.0189	0.3846	0.5291	0.0823	0.0798	0.1071	0.1752	0.0977	0.0297	0.2017	0.2223	0.0528	0.1623	0.1280	0.1632	0.1409	8.8315	7.8580	8.1520	7.9360	6.5200	9.0793	8.8797	7.8090	4.5800	7.9100	11.0750	27.4100	17.5800
0.8914	0.9471	0.1735	0.0015	0.7079	0.0680	0.0060	0.0137	0.1496	0.9974	0.6963	0.9717	0.7690	0.0307	0.1508	0.1571	0.2384	0.1379	0.3062	0.3756	0.3728	0.1936	0.0931	0.1127	0.1792	0.0660	36.3950	43.5000	43.8800	37.1300	34.1700	18.9475	33.1467	13.8600	1.8340	41.8400	50.9100	18.4500	27.8150
0.5387	0.1372	0.8625	0.0261	0.9947	0.9032	0.3767	0.4502	0.6520	0.6256	0.8294	0.8864	0.3030	0.0822	0.1984	0.0596	0.2135	0.0306	0.0337	0.1508	0.1682	0.1012	0.1288	0.0230	0.0245	0.1204	24.0450	22.8800	35.7400	32.3200	30.3700	27.5125	28.8100	13.7700	12.4100	32.1000	39.3350	58.5700	50.0400
0.6962	0.1660	0.6615	0.3582	0.6536	0.4277	0.1169	0.6934	0.9706	0.5776	0.7317	0.7589	0.6167	0.1081	0.1715	0.1138	0.1140	0.1140	0.0171	0.1758	0.1640	0.1109	0.0856	0.0637	0.0540	0.0667	9.7915	7.1680	11.2400	9.3560	10.3300	6.4217	6.3067	3.8960	2.4660	11.1800	11.3650	16.3800	11.2400
