cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
63115	12623	0.50001	0.1174	0	0.00023766	0.21405	0.00023766	0	Disease - associates - Gene	DaG	142
75738	12623	0.60001	0.11281	7.922e-05	0.0003961	0.20534	0.00047532	0	Disease - associates - Gene	DaG	142
88361	12623	0.70001	0.11764	7.922e-05	0.00015844	0.20803	0.00047532	0	Disease - associates - Gene	DaG	142
100984	12623	0.80001	0.11677	0.00015844	0.0003961	0.21088	0.00031688	0	Disease - associates - Gene	DaG	142
113607	12623	0.90001	0.11376	0	0.00023766	0.21033	0.00015844	0	Disease - associates - Gene	DaG	142
126229	12622	1	0.11313	0	0.00031691	0.21201	0.00031691	0	Disease - associates - Gene	DaG	142
7623	7624	0.10001	0.17605	0	0	0.068337	0.00013116	0	Disease - downregulates - Gene	DdG	142
15246	7623	0.20001	0.069002	0.00013118	0	0.072281	0	0	Disease - downregulates - Gene	DdG	142
22869	7623	0.30001	0.052735	0.00013118	0	0.071101	0.00013118	0	Disease - downregulates - Gene	DdG	142
30492	7623	0.40001	0.05221	0.00013118	0.00013118	0.069526	0	0	Disease - downregulates - Gene	DdG	142
38115	7623	0.50001	0.052998	0	0	0.075823	0.00013118	0	Disease - downregulates - Gene	DdG	142
45738	7623	0.60001	0.048144	0.00013118	0.00013118	0.070576	0	0	Disease - downregulates - Gene	DdG	142
53361	7623	0.70001	0.049849	0	0.00013118	0.070182	0	0	Disease - downregulates - Gene	DdG	142
60984	7623	0.80001	0.048931	0	0.00013118	0.061656	0	0	Disease - downregulates - Gene	DdG	142
68607	7623	0.90001	0.046045	0	0.00026236	0.071494	0	0	Disease - downregulates - Gene	DdG	142
76229	7622	1	0.052342	0.0001312	0.0003936	0.070323	0.0001312	0	Disease - downregulates - Gene	DdG	142
7731	7732	0.10001	0.18381	0.00012933	0.00025867	0.07165	0.00012933	0	Disease - upregulates - Gene	DuG	142
15462	7731	0.20001	0.079421	0.00012935	0.0002587	0.078256	0	0	Disease - upregulates - Gene	DuG	142
23193	7731	0.30001	0.056526	0.00012935	0	0.080326	0.00012935	0	Disease - upregulates - Gene	DuG	142
30924	7731	0.40001	0.055232	0.00012935	0	0.073858	0	0	Disease - upregulates - Gene	DuG	142
38655	7731	0.50001	0.051222	0	0	0.072306	0.0002587	0	Disease - upregulates - Gene	DuG	142
46386	7731	0.60001	0.054068	0	0.00012935	0.081878	0	0	Disease - upregulates - Gene	DuG	142
54117	7731	0.70001	0.058078	0.00012935	0.00012935	0.073212	0.00012935	0	Disease - upregulates - Gene	DuG	142
61848	7731	0.80001	0.058078	0	0	0.077092	0.00012935	0	Disease - upregulates - Gene	DuG	142
69579	7731	0.90001	0.057949	0	0.0002587	0.078256	0	0	Disease - upregulates - Gene	DuG	142
77309	7730	1	0.057172	0.00012937	0	0.070375	0	0	Disease - upregulates - Gene	DuG	142
3357	3358	0.10003	0.35389	0.0002978	0.0071471	0.29392	0.050625	0	Disease - presents - Symptom	DpS	142
6714	3357	0.20003	0.20465	0.00059577	0.0065535	0.29371	0.049747	0	Disease - presents - Symptom	DpS	142
10071	3357	0.30003	0.16205	0	0.0071492	0.29729	0.053321	0	Disease - presents - Symptom	DpS	142
13428	3357	0.40003	0.1686	0	0.0062556	0.30206	0.053024	0	Disease - presents - Symptom	DpS	142
16785	3357	0.50003	0.16562	0.00059577	0.0074471	0.28567	0.05213	0	Disease - presents - Symptom	DpS	142
20142	3357	0.60003	0.17128	0	0.005064	0.28597	0.058683	0	Disease - presents - Symptom	DpS	142
23499	3357	0.70003	0.16443	0.00029789	0.0053619	0.30206	0.049747	0	Disease - presents - Symptom	DpS	142
26856	3357	0.80003	0.16741	0.00029789	0.0059577	0.29848	0.048555	0	Disease - presents - Symptom	DpS	142
30213	3357	0.90003	0.15967	0.00029789	0.0056598	0.29401	0.045874	0	Disease - presents - Symptom	DpS	142
33569	3356	1	0.15996	0	0.0071514	0.27712	0.058403	0	Disease - presents - Symptom	DpS	142
559504	559505	0.1	0.20513	3.5746e-06	0.00012332	0.11542	0.006781	0	Gene - participates - Biological Process	GpBP	142
1119008	559504	0.2	0.081467	3.5746e-06	0.00015192	0.11575	0.0069043	0	Gene - participates - Biological Process	GpBP	142
1678512	559504	0.3	0.061723	1.7873e-06	0.00012332	0.11587	0.0067149	0	Gene - participates - Biological Process	GpBP	142
2238016	559504	0.4	0.058212	0	0.00016443	0.11499	0.0069776	0	Gene - participates - Biological Process	GpBP	142
2797520	559504	0.5	0.058039	0	0.00015192	0.11475	0.0066595	0	Gene - participates - Biological Process	GpBP	142
3357024	559504	0.6	0.057706	1.7873e-06	0.00015371	0.11479	0.006756	0	Gene - participates - Biological Process	GpBP	142
3916528	559504	0.7	0.057614	1.7873e-06	0.00017873	0.11506	0.0065344	0	Gene - participates - Biological Process	GpBP	142
4476032	559504	0.8	0.057317	0	0.00015549	0.11566	0.0068382	0	Gene - participates - Biological Process	GpBP	142
5035536	559504	0.9	0.05774	7.1492e-06	0.00014477	0.11616	0.0065701	0	Gene - participates - Biological Process	GpBP	142
5595039	559503	1	0.057883	1.7873e-06	0.00015192	0.11575	0.0068043	0	Gene - participates - Biological Process	GpBP	142
73566	73567	0.1	0.20325	2.7186e-05	0.00012234	0.11269	0.001468	0	Gene - participates - Cellular Component	GpCC	142
147132	73566	0.2	0.08035	0	9.5153e-05	0.1132	0.0013457	0	Gene - participates - Cellular Component	GpCC	142
220698	73566	0.3	0.063222	1.3593e-05	0.00024468	0.11346	0.0012642	0	Gene - participates - Cellular Component	GpCC	142
294264	73566	0.4	0.061319	2.7186e-05	0.00017671	0.11293	0.0014137	0	Gene - participates - Cellular Component	GpCC	142
367830	73566	0.5	0.058859	0	0.00021749	0.1128	0.0015496	0	Gene - participates - Cellular Component	GpCC	142
441396	73566	0.6	0.060531	5.4373e-05	0.00028546	0.11193	0.0014001	0	Gene - participates - Cellular Component	GpCC	142
514962	73566	0.7	0.060055	2.7186e-05	0.00023109	0.11557	0.0012506	0	Gene - participates - Cellular Component	GpCC	142
588528	73566	0.8	0.059756	0	0.00014953	0.1147	0.0014681	0	Gene - participates - Cellular Component	GpCC	142
662094	73566	0.9	0.059171	0	0.00016312	0.11473	0.0015496	0	Gene - participates - Cellular Component	GpCC	142
735659	73565	1	0.060204	2.7187e-05	0.00024468	0.11371	0.001305	0	Gene - participates - Cellular Component	GpCC	142
123380	123381	0.1	0.18221	8.105e-06	0.00085913	0.051791	0.052083	0	Gene - covaries - Gene	GcG	142
246760	123380	0.2	0.049805	8.105e-06	0.00091587	0.051888	0.052448	0	Gene - covaries - Gene	GcG	142
370140	123380	0.3	0.028732	0	0.0010537	0.051953	0.052991	0	Gene - covaries - Gene	GcG	142
493520	123380	0.4	0.024753	2.4315e-05	0.0010861	0.050478	0.051224	0	Gene - covaries - Gene	GcG	142
616900	123380	0.5	0.024348	8.105e-06	0.00092397	0.050454	0.050989	0	Gene - covaries - Gene	GcG	142
740280	123380	0.6	0.025207	1.621e-05	0.0009726	0.050956	0.051345	0	Gene - covaries - Gene	GcG	142
863660	123380	0.7	0.024583	1.621e-05	0.00092397	0.051702	0.051443	0	Gene - covaries - Gene	GcG	142
987040	123380	0.8	0.025126	0	0.001078	0.052488	0.052812	0	Gene - covaries - Gene	GcG	142
1110420	123380	0.9	0.024891	0	0.00091587	0.050956	0.052124	0	Gene - covaries - Gene	GcG	142
1233799	123379	1	0.025426	8.1051e-06	0.00088346	0.049765	0.052181	0	Gene - covaries - Gene	GcG	142
294328	294329	0.1	0.28159	3.3976e-06	0.0025652	0.14543	0.12237	0	Gene - interacts - Gene	GiG	142
588656	294328	0.2	0.13702	3.3976e-06	0.0025584	0.14537	0.12433	0	Gene - interacts - Gene	GiG	142
882984	294328	0.3	0.10698	0	0.0024157	0.14539	0.12529	0	Gene - interacts - Gene	GiG	142
1177312	294328	0.4	0.09978	0	0.0025754	0.14509	0.12461	0	Gene - interacts - Gene	GiG	142
1471640	294328	0.5	0.098468	6.7951e-06	0.0025584	0.14664	0.12534	0	Gene - interacts - Gene	GiG	142
1765968	294328	0.6	0.097806	6.7951e-06	0.0024055	0.14561	0.12436	0	Gene - interacts - Gene	GiG	142
2060296	294328	0.7	0.097996	0	0.0027113	0.14447	0.12449	0	Gene - interacts - Gene	GiG	142
2354624	294328	0.8	0.097758	0	0.0026263	0.14594	0.12489	0	Gene - interacts - Gene	GiG	142
2648952	294328	0.9	0.097836	0	0.0025482	0.14628	0.1247	0	Gene - interacts - Gene	GiG	142
2943279	294327	1	0.097785	0	0.0025074	0.14525	0.12388	0	Gene - interacts - Gene	GiG	142
265672	265673	0.1	0.26559	7.5281e-06	0.00046298	0.21969	0	0	Gene > regulates > Gene	Gr>G	142
531344	265672	0.2	0.13833	7.5281e-06	0.00048556	0.21766	0	0	Gene > regulates > Gene	Gr>G	142
797016	265672	0.3	0.11619	0	0.0004291	0.2181	0	0	Gene > regulates > Gene	Gr>G	142
1062688	265672	0.4	0.11254	0	0.00045168	0.21882	0	0	Gene > regulates > Gene	Gr>G	142
1328360	265672	0.5	0.11195	7.5281e-06	0.00040275	0.21871	0	0	Gene > regulates > Gene	Gr>G	142
1594032	265672	0.6	0.11252	3.764e-06	0.00044039	0.21883	0	0	Gene > regulates > Gene	Gr>G	142
1859704	265672	0.7	0.11237	3.764e-06	0.00046674	0.21906	0	0	Gene > regulates > Gene	Gr>G	142
2125376	265672	0.8	0.11157	0	0.00053073	0.21904	0	0	Gene > regulates > Gene	Gr>G	142
2391048	265672	0.9	0.11131	0	0.00046298	0.218	0	0	Gene > regulates > Gene	Gr>G	142
2656719	265671	1	0.11277	3.7641e-06	0.00044416	0.218	0	0	Gene > regulates > Gene	Gr>G	142
97222	97223	0.1	0.18314	2.0571e-05	0.00013371	0.080362	0.001368	0	Gene - participates - Molecular Function	GpMF	142
194444	97222	0.2	0.062044	0	0.00019543	0.079622	0.0014811	0	Gene - participates - Molecular Function	GpMF	142
291666	97222	0.3	0.043694	2.0571e-05	0.00024686	0.080383	0.0016766	0	Gene - participates - Molecular Function	GpMF	142
388888	97222	0.4	0.042398	3.0857e-05	0.00019543	0.079858	0.0017589	0	Gene - participates - Molecular Function	GpMF	142
486110	97222	0.5	0.042367	4.1143e-05	0.00019543	0.079838	0.0016766	0	Gene - participates - Molecular Function	GpMF	142
583332	97222	0.6	0.041873	1.0286e-05	0.00025714	0.080517	0.0013474	0	Gene - participates - Molecular Function	GpMF	142
680554	97222	0.7	0.042871	2.0571e-05	0.00019543	0.080362	0.0015326	0	Gene - participates - Molecular Function	GpMF	142
777776	97222	0.8	0.041668	1.0286e-05	0.000144	0.080424	0.0014091	0	Gene - participates - Molecular Function	GpMF	142
874998	97222	0.9	0.041431	0	0.00013371	0.080332	0.0014503	0	Gene - participates - Molecular Function	GpMF	142
972219	97221	1	0.041616	2.0572e-05	0.000216	0.081073	0.001224	0	Gene - participates - Molecular Function	GpMF	142
84372	84373	0.1	0.22402	1.1852e-05	0.00022519	0.15249	0.0021452	0	Gene - participates - Pathway	GpPW	142
168744	84372	0.2	0.096833	0	0.00016593	0.15408	0.002003	0	Gene - participates - Pathway	GpPW	142
253116	84372	0.3	0.077182	0	0.00022519	0.15295	0.002169	0	Gene - participates - Pathway	GpPW	142
337488	84372	0.4	0.074231	2.3705e-05	0.00028445	0.15407	0.0023586	0	Gene - participates - Pathway	GpPW	142
421860	84372	0.5	0.07205	3.5557e-05	0.00023705	0.15052	0.0023705	0	Gene - participates - Pathway	GpPW	142
506232	84372	0.6	0.073638	3.5557e-05	0.00017778	0.15314	0.0020741	0	Gene - participates - Pathway	GpPW	142
590604	84372	0.7	0.073093	2.3705e-05	0.00023705	0.15292	0.0026194	0	Gene - participates - Pathway	GpPW	142
674976	84372	0.8	0.072192	0	0.00029631	0.1517	0.002169	0	Gene - participates - Pathway	GpPW	142
759348	84372	0.9	0.072548	1.1852e-05	0.00022519	0.15384	0.0020149	0	Gene - participates - Pathway	GpPW	142
843719	84371	1	0.072062	2.3705e-05	0.00036742	0.1535	0.0022283	0	Gene - participates - Pathway	GpPW	142
1029	1030	0.1001	0.15452	0.0019417	0.00097087	0.018447	0.0019417	0	Pharmacologic Class - includes - Compound	PCiC	142
2058	1029	0.2001	0.043732	0.00097182	0	0.022352	0.00097182	0	Pharmacologic Class - includes - Compound	PCiC	142
3087	1029	0.3001	0.011662	0.00097182	0.0019436	0.019436	0.0019436	0	Pharmacologic Class - includes - Compound	PCiC	142
4116	1029	0.4001	0.022352	0.00097182	0	0.025267	0.00097182	0	Pharmacologic Class - includes - Compound	PCiC	142
5145	1029	0.5001	0.017493	0	0.00097182	0.019436	0.00097182	0	Pharmacologic Class - includes - Compound	PCiC	142
6174	1029	0.6001	0.02138	0.0029155	0.00097182	0.025267	0	0	Pharmacologic Class - includes - Compound	PCiC	142
7203	1029	0.7001	0.017493	0.00097182	0	0.023324	0	0	Pharmacologic Class - includes - Compound	PCiC	142
8232	1029	0.8001	0.0077745	0	0.00097182	0.02138	0.00097182	0	Pharmacologic Class - includes - Compound	PCiC	142
9261	1029	0.9001	0.017493	0.00097182	0.0029155	0.016521	0	0	Pharmacologic Class - includes - Compound	PCiC	142
10289	1028	1	0.017493	0.00097276	0	0.018482	0.00097276	0	Pharmacologic Class - includes - Compound	PCiC	142
102240	102241	0.1	0.51511	1.9562e-05	0.00012715	0.55927	0.0005086	0	Anatomy - downregulates - Gene	AdG	143
204480	102240	0.2	0.389	0	8.8028e-05	0.55866	0.00050861	0	Anatomy - downregulates - Gene	AdG	143
306720	102240	0.3	0.35261	0	0.00011737	0.56072	0.00056729	0	Anatomy - downregulates - Gene	AdG	143
408960	102240	0.4	0.34284	3.9124e-05	5.8685e-05	0.56279	0.00050861	0	Anatomy - downregulates - Gene	AdG	143
511200	102240	0.5	0.34218	0	0.00011737	0.55866	0.00062598	0	Anatomy - downregulates - Gene	AdG	143
613440	102240	0.6	0.3419	0	0.00016628	0.55893	0.00063576	0	Anatomy - downregulates - Gene	AdG	143
715680	102240	0.7	0.3416	0	0.00011737	0.55849	0.00060642	0	Anatomy - downregulates - Gene	AdG	143
817920	102240	0.8	0.34311	9.7809e-06	9.7809e-05	0.56008	0.00044992	0	Anatomy - downregulates - Gene	AdG	143
920160	102240	0.9	0.34212	9.7809e-06	0.00012715	0.55829	0.00054773	0	Anatomy - downregulates - Gene	AdG	143
1022399	102239	1	0.3424	1.9562e-05	0.00010759	0.56046	0.00062598	0	Anatomy - downregulates - Gene	AdG	143
526407	526408	0.1	0.8616	1.8997e-06	0.00011778	0.90599	0.002234	0	Anatomy - expresses - Gene	AeG	143
1052814	526407	0.2	0.78377	3.7993e-06	0.00011968	0.90527	0.0023556	0	Anatomy - expresses - Gene	AeG	143
1579221	526407	0.3	0.73832	0	0.00010258	0.90413	0.002253	0	Anatomy - expresses - Gene	AeG	143
2105628	526407	0.4	0.71162	3.7993e-06	7.7887e-05	0.90475	0.0023404	0	Anatomy - expresses - Gene	AeG	143
2632035	526407	0.5	0.69616	1.8997e-06	8.5485e-05	0.90566	0.002424	0	Anatomy - expresses - Gene	AeG	143
3158442	526407	0.6	0.68667	3.7993e-06	0.00010068	0.90495	0.0021941	0	Anatomy - expresses - Gene	AeG	143
3684849	526407	0.7	0.68032	1.8997e-06	7.9786e-05	0.90487	0.0023195	0	Anatomy - expresses - Gene	AeG	143
4211256	526407	0.8	0.67655	1.8997e-06	9.3084e-05	0.90488	0.0024449	0	Anatomy - expresses - Gene	AeG	143
4737663	526407	0.9	0.67391	1.8997e-06	9.4984e-05	0.90541	0.0023822	0	Anatomy - expresses - Gene	AeG	143
5264069	526406	1	0.67217	1.8997e-06	9.8783e-05	0.90524	0.0023917	0	Anatomy - expresses - Gene	AeG	143
97848	97849	0.1	0.42065	3.0659e-05	0.0001022	0.4326	0.00043945	0	Anatomy - upregulates - Gene	AuG	143
195696	97848	0.2	0.29009	0	6.132e-05	0.43355	0.0006132	0	Anatomy - upregulates - Gene	AuG	143
293544	97848	0.3	0.26462	0	9.1979e-05	0.43275	0.00055188	0	Anatomy - upregulates - Gene	AuG	143
391392	97848	0.4	0.26003	2.044e-05	0.00012264	0.43168	0.00063364	0	Anatomy - upregulates - Gene	AuG	143
489240	97848	0.5	0.25822	0	8.1759e-05	0.43569	0.00063364	0	Anatomy - upregulates - Gene	AuG	143
587088	97848	0.6	0.25844	0	0.00019418	0.42929	0.00063364	0	Anatomy - upregulates - Gene	AuG	143
684936	97848	0.7	0.25806	2.044e-05	0.0001022	0.4318	0.00063364	0	Anatomy - upregulates - Gene	AuG	143
782784	97848	0.8	0.25928	2.044e-05	0.0001022	0.43365	0.00070518	0	Anatomy - upregulates - Gene	AuG	143
880632	97848	0.9	0.25794	0	0.00014308	0.43402	0.00064386	0	Anatomy - upregulates - Gene	AuG	143
978479	97847	1	0.2576	2.044e-05	0.00014308	0.43531	0.00060298	0	Anatomy - upregulates - Gene	AuG	143
12972	12973	0.10001	0.18293	0.00015417	0.0025437	0.054112	0.052339	0	Compound - resembles - Compound	CrC	143
25944	12972	0.20001	0.050802	7.7089e-05	0.0038545	0.050493	0.061209	0	Compound - resembles - Compound	CrC	143
38916	12972	0.30001	0.029756	0	0.0032377	0.051341	0.057894	0	Compound - resembles - Compound	CrC	143
51888	12972	0.40001	0.0286	7.7089e-05	0.0032377	0.055967	0.056506	0	Compound - resembles - Compound	CrC	143
64860	12972	0.50001	0.027135	0.00015418	0.0033919	0.051496	0.054965	0	Compound - resembles - Compound	CrC	143
77832	12972	0.60001	0.028831	0.00015418	0.0031607	0.054117	0.056044	0	Compound - resembles - Compound	CrC	143
90804	12972	0.70001	0.028986	7.7089e-05	0.0027752	0.055427	0.052652	0	Compound - resembles - Compound	CrC	143
103776	12972	0.80001	0.028369	7.7089e-05	0.0030836	0.052575	0.056969	0	Compound - resembles - Compound	CrC	143
116748	12972	0.90001	0.030681	0.00023127	0.002621	0.054656	0.055504	0	Compound - resembles - Compound	CrC	143
129719	12971	1	0.030836	0.00015419	0.0023899	0.055431	0.054198	0	Compound - resembles - Compound	CrC	143
390	391	0.10026	0.24359	0	0	0.17647	0	0	Compound - palliates - Disease	CpD	143
780	390	0.20026	0.12821	0	0	0.18205	0	0	Compound - palliates - Disease	CpD	143
1170	390	0.30026	0.1359	0.0076923	0	0.14872	0	0	Compound - palliates - Disease	CpD	143
1560	390	0.40026	0.11282	0.0025641	0	0.14872	0	0	Compound - palliates - Disease	CpD	143
1950	390	0.50026	0.089744	0.0025641	0.0025641	0.18718	0	0	Compound - palliates - Disease	CpD	143
2340	390	0.60026	0.10769	0	0	0.15641	0	0	Compound - palliates - Disease	CpD	143
2730	390	0.70026	0.11026	0	0	0.17436	0	0	Compound - palliates - Disease	CpD	143
3120	390	0.80026	0.12308	0.0025641	0	0.14872	0	0	Compound - palliates - Disease	CpD	143
3510	390	0.90026	0.10513	0	0.0025641	0.14615	0	0	Compound - palliates - Disease	CpD	143
3899	389	1	0.12308	0.0025707	0	0.16195	0	0	Compound - palliates - Disease	CpD	143
755	756	0.10013	0.26093	0.005291	0.0026455	0.19974	0	0	Compound - treats - Disease	CtD	143
1510	755	0.20013	0.15364	0	0	0.20927	0	0	Compound - treats - Disease	CtD	143
2265	755	0.30013	0.1298	0.002649	0.002649	0.23046	0	0	Compound - treats - Disease	CtD	143
3020	755	0.40013	0.12185	0.0013245	0	0.22252	0	0	Compound - treats - Disease	CtD	143
3775	755	0.50013	0.10331	0	0.002649	0.19603	0.0013245	0	Compound - treats - Disease	CtD	143
4530	755	0.60013	0.11921	0.0013245	0.0013245	0.22649	0.0013245	0	Compound - treats - Disease	CtD	143
5285	755	0.70013	0.12185	0	0.0039735	0.24106	0	0	Compound - treats - Disease	CtD	143
6040	755	0.80013	0.10993	0	0.0013245	0.17086	0.002649	0	Compound - treats - Disease	CtD	143
6795	755	0.90013	0.1245	0	0	0.2	0	0	Compound - treats - Disease	CtD	143
7549	754	1	0.11523	0	0	0.23873	0	0	Compound - treats - Disease	CtD	143
11571	11572	0.10001	0.26238	8.6415e-05	0.00069132	0.20774	0.0012962	0	Compound - binds - Gene	CbG	143
23142	11571	0.20001	0.13413	8.6423e-05	0.00051854	0.20932	0.0025063	0	Compound - binds - Gene	CbG	143
34713	11571	0.30001	0.10682	0.00017285	0.00069138	0.21295	0.0017285	0	Compound - binds - Gene	CbG	143
46284	11571	0.40001	0.1057	8.6423e-05	0.00043211	0.20793	0.0024198	0	Compound - binds - Gene	CbG	143
57855	11571	0.50001	0.10604	0	0.00060496	0.20932	0.002247	0	Compound - binds - Gene	CbG	143
69426	11571	0.60001	0.10077	8.6423e-05	0.00051854	0.21087	0.0015556	0	Compound - binds - Gene	CbG	143
80997	11571	0.70001	0.10483	8.6423e-05	0.00069138	0.2024	0.0019877	0	Compound - binds - Gene	CbG	143
92568	11571	0.80001	0.10734	8.6423e-05	0.00077781	0.21295	0.001642	0	Compound - binds - Gene	CbG	143
104139	11571	0.90001	0.10544	0.00025927	0.00034569	0.21113	0.0019013	0	Compound - binds - Gene	CbG	143
115709	11570	1	0.1057	8.643e-05	0.00060501	0.21253	0.0012965	0	Compound - binds - Gene	CbG	143
21102	21103	0.1	0.35741	0	9.4773e-05	0.36052	9.4773e-05	0	Compound - downregulates - Gene	CdG	143
42204	21102	0.2	0.22003	0	4.7389e-05	0.35475	4.7389e-05	0	Compound - downregulates - Gene	CdG	143
63306	21102	0.3	0.18889	4.7389e-05	0.00014217	0.35892	0	0	Compound - downregulates - Gene	CdG	143
84408	21102	0.4	0.18676	4.7389e-05	9.4778e-05	0.3503	9.4778e-05	0	Compound - downregulates - Gene	CdG	143
105510	21102	0.5	0.18818	0	4.7389e-05	0.35286	0.00014217	0	Compound - downregulates - Gene	CdG	143
126612	21102	0.6	0.18235	4.7389e-05	0.00028433	0.34845	0.00018956	0	Compound - downregulates - Gene	CdG	143
147714	21102	0.7	0.18377	0	9.4778e-05	0.35731	0	0	Compound - downregulates - Gene	CdG	143
168816	21102	0.8	0.18472	4.7389e-05	0.00028433	0.35456	0.00028433	0	Compound - downregulates - Gene	CdG	143
189918	21102	0.9	0.18088	4.7389e-05	0.00028433	0.35428	4.7389e-05	0	Compound - downregulates - Gene	CdG	143
211019	21101	1	0.18311	0	4.7391e-05	0.35662	9.4782e-05	0	Compound - downregulates - Gene	CdG	143
18756	18757	0.10001	0.31211	0.00010663	0.00015994	0.29456	0.00047982	0	Compound - upregulates - Gene	CuG	143
37512	18756	0.20001	0.18357	0	0.00021327	0.28721	0.00026658	0	Compound - upregulates - Gene	CuG	143
56268	18756	0.30001	0.15824	0	0.00026658	0.29516	0.00042653	0	Compound - upregulates - Gene	CuG	143
75024	18756	0.40001	0.15366	5.3316e-05	0.00026658	0.28775	0.0003199	0	Compound - upregulates - Gene	CuG	143
93780	18756	0.50001	0.15467	0	0.00010663	0.29399	0.00026658	0	Compound - upregulates - Gene	CuG	143
112536	18756	0.60001	0.14971	0.00015995	0.00037321	0.29388	0.00026658	0	Compound - upregulates - Gene	CuG	143
131292	18756	0.70001	0.15334	5.3316e-05	0.00015995	0.29319	0.0003199	0	Compound - upregulates - Gene	CuG	143
150048	18756	0.80001	0.15622	5.3316e-05	0.00010663	0.29127	0.00053316	0	Compound - upregulates - Gene	CuG	143
168804	18756	0.90001	0.156	5.3316e-05	0.00021327	0.29436	0.00026658	0	Compound - upregulates - Gene	CuG	143
187559	18755	1	0.15435	0	0.0002666	0.29896	0.00021328	0	Compound - upregulates - Gene	CuG	143
138944	138945	0.1	0.55127	7.1971e-06	0.00053258	0.59445	0.017798	0	Compound - causes - Side Effect	CcSE	143
277888	138944	0.2	0.41072	7.1971e-06	0.0004966	0.59548	0.017878	0	Compound - causes - Side Effect	CcSE	143
416832	138944	0.3	0.3649	0	0.00056857	0.59165	0.01777	0	Compound - causes - Side Effect	CcSE	143
555776	138944	0.4	0.34718	7.1971e-06	0.00054698	0.59257	0.018439	0	Compound - causes - Side Effect	CcSE	143
694720	138944	0.5	0.34092	1.4394e-05	0.00056857	0.595	0.017935	0	Compound - causes - Side Effect	CcSE	143
833664	138944	0.6	0.33904	7.1971e-06	0.00053259	0.59587	0.018346	0	Compound - causes - Side Effect	CcSE	143
972608	138944	0.7	0.3374	1.4394e-05	0.00055418	0.59598	0.018202	0	Compound - causes - Side Effect	CcSE	143
1111552	138944	0.8	0.33657	7.1971e-06	0.00046062	0.59362	0.018151	0	Compound - causes - Side Effect	CcSE	143
1250496	138944	0.9	0.33782	1.4394e-05	0.00056138	0.59479	0.018382	0	Compound - causes - Side Effect	CcSE	143
1389439	138943	1	0.33773	0	0.00049661	0.59323	0.018353	0	Compound - causes - Side Effect	CcSE	143
3602	3603	0.10003	0.304	0	0.0049958	0.2373	0.044963	0	Disease - localizes - Anatomy	DlA	143
7204	3602	0.20003	0.1638	0.00027762	0.0041644	0.23903	0.041366	0	Disease - localizes - Anatomy	DlA	143
10806	3602	0.30003	0.14797	0	0.0063853	0.23765	0.04442	0	Disease - localizes - Anatomy	DlA	143
14408	3602	0.40003	0.13215	0.00027762	0.004442	0.23348	0.047751	0	Disease - localizes - Anatomy	DlA	143
18010	3602	0.50003	0.13076	0.00083287	0.0049972	0.23626	0.053581	0	Disease - localizes - Anatomy	DlA	143
21612	3602	0.60003	0.13132	0.00027762	0.0041644	0.24653	0.038867	0	Disease - localizes - Anatomy	DlA	143
25214	3602	0.70003	0.13604	0.00027762	0.0038867	0.23487	0.043865	0	Disease - localizes - Anatomy	DlA	143
28816	3602	0.80003	0.13881	0	0.0058301	0.23931	0.049139	0	Disease - localizes - Anatomy	DlA	143
32418	3602	0.90003	0.13381	0	0.0063853	0.24459	0.047751	0	Disease - localizes - Anatomy	DlA	143
36019	3601	1	0.13631	0.0005554	0.005554	0.25326	0.041655	0	Disease - localizes - Anatomy	DlA	143
1086	1087	0.10009	0.45212	0	0.019319	0.23919	0.26955	0	Disease - resembles - Disease	DrD	143
2172	1086	0.20009	0.26427	0.00092081	0.028545	0.24217	0.24401	0	Disease - resembles - Disease	DrD	143
3258	1086	0.30009	0.21547	0.0018416	0.016575	0.24217	0.21731	0	Disease - resembles - Disease	DrD	143
4344	1086	0.40009	0.18324	0.00092081	0.017495	0.23849	0.27532	0	Disease - resembles - Disease	DrD	143
5430	1086	0.50009	0.14917	0.0018416	0.020258	0.22928	0.2477	0	Disease - resembles - Disease	DrD	143
6516	1086	0.60009	0.14825	0.00092081	0.03407	0.26151	0.23389	0	Disease - resembles - Disease	DrD	143
7602	1086	0.70009	0.1547	0.00092081	0.018416	0.24494	0.24954	0	Disease - resembles - Disease	DrD	143
8688	1086	0.80009	0.1639	0.0027624	0.013812	0.2302	0.24862	0	Disease - resembles - Disease	DrD	143
9774	1086	0.90009	0.15193	0.00092081	0.017495	0.24125	0.25414	0	Disease - resembles - Disease	DrD	143
10859	1085	1	0.1372	0	0.012903	0.25806	0.26636	0	Disease - resembles - Disease	DrD	143
12623	12624	0.10001	0.26586	0.00023764	0.0005545	0.21126	0.00047529	0	Disease - associates - Gene	DaG	143
25246	12623	0.20001	0.13563	7.922e-05	0.00055454	0.207	0.00055454	0	Disease - associates - Gene	DaG	143
37869	12623	0.30001	0.11487	0	0.00031688	0.21239	0.00087143	0	Disease - associates - Gene	DaG	143
50492	12623	0.40001	0.11511	7.922e-05	0.00015844	0.21041	0.00055454	0	Disease - associates - Gene	DaG	143
63115	12623	0.50001	0.11733	7.922e-05	0.00031688	0.21184	0.00031688	0	Disease - associates - Gene	DaG	143
75738	12623	0.60001	0.11368	0.00015844	0.00031688	0.20938	0.00015844	0	Disease - associates - Gene	DaG	143
